make,model,trim,mileage,price,year,month
Buick,Encore,Sport Touring,34159,15900,2016,august
GMC,Acadia,Denali,36606,29400,2016,august
Dodge,Journey,GT,22764,18900,2017,august
Chevrolet,Traverse,LT,27241,21900,2016,august
Chevrolet,Equinox,LS,2086,22500,2019,august
Ford,Fusion,SE Hybrid,41246,15600,2018,august
GMC,Terrain,Denali,34276,25900,2016,august
Jeep,Patriot,High Altitude Edition,19940,17100,2017,august
Dodge,Challenger,R/T Classic,27791,25300,2014,august
Jeep,Compass,High Altitude Edition,28425,16700,2016,august
Jeep,Compass,High Altitude Edition,17315,16400,2016,august
Jeep,Compass,High Altitude Edition,18790,18100,2016,august
Jeep,Patriot,High Altitude Edition,44334,17100,2017,august
GMC,Terrain,SLE,11908,22000,2018,august
Jeep,Patriot,High Altitude Edition,5363,19400,2017,august
GMC,Terrain,Denali,44266,24800,2017,august
GMC,Terrain,SLE-2,25268,17500,2017,august
GMC,Terrain,SLE-2,8328,20300,2017,august
Buick,Enclave,Leather,27200,26500,2017,august
Chevrolet,Equinox,LS,17029,16600,2017,august
GMC,Terrain,SLE-1,18708,17100,2017,august
GMC,Terrain,SLE-2,27207,18600,2017,august
GMC,Terrain,SLE-2,16705,19600,2017,august
GMC,Terrain,SLE-1,22068,18300,2017,august
Ford,Taurus,Limited,38524,17900,2018,august
Chevrolet,Camaro,LT,1510,27400,2018,august
GMC,Terrain,SLE-1,24174,17200,2017,august
Jeep,Cherokee,Limited,36224,19100,2015,august
GMC,Terrain,SLE-1,22929,17000,2017,august
Chevrolet,Cruze,LS,13850,14900,2017,august
Chevrolet,Equinox,Premier,56220,19300,2017,august
Buick,Encore,Preferred II,25511,17300,2017,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,23915,28600,2017,august
Chevrolet,Equinox,Premier,30397,19600,2017,august
Honda,Civic,EX-L,49832,21200,2017,august
Mazda,CX-5,Touring,21925,19900,2016,august
GMC,Terrain,SLE-2,30489,18400,2017,august
GMC,Acadia,SLT-1,65186,21800,2016,august
Jeep,Compass,All New Limited,33096,21800,2017,august
GMC,Terrain,SLE-1,32588,16400,2016,august
Chevrolet,Equinox,LS,27133,17500,2017,august
Chevrolet,Equinox,LS,21027,17300,2017,august
Honda,Accord,EX,7244,25200,2018,august
Chevrolet,Cruze Limited,1LT,6783,14800,2016,august
Dodge,Journey,Crossroad,47067,18000,2016,august
GMC,Terrain,Denali,22009,24900,2017,august
Jeep,Compass,Latitude,19246,16400,2016,august
Dodge,Challenger,R/T Classic,22978,23500,2013,august
GMC,Acadia,SLE-2,25044,24900,2017,august
Chevrolet,Cruze,LT,23929,14800,2017,august
GMC,Terrain,SLE-2,18295,18900,2017,august
Chevrolet,Camaro,SS,18720,23400,2012,august
Jeep,Compass,High Altitude Edition,40015,16800,2016,august
GMC,Terrain,SLE-2,20092,19200,2017,august
GMC,Terrain,SLE-1,32424,15800,2016,august
Toyota,Sienna,LE,89741,19700,2015,august
Chevrolet,Equinox,Premier,20540,21100,2017,august
Jeep,Compass,Latitude,23354,16200,2016,august
Jeep,Cherokee,Limited,45095,20900,2016,august
Jeep,Patriot,High Altitude Edition,23225,16300,2016,august
Chevrolet,Cruze,LS,23778,15000,2017,august
Jeep,Cherokee,Latitude,23845,18400,2016,august
Jeep,Compass,Latitude,30523,15900,2017,august
Jeep,Cherokee,Limited,19212,21200,2017,august
Mazda,MX-5 Miata,Grand Touring,12240,18700,2012,august
Ford,Escape,S,11541,16900,2017,august
Jeep,Grand Cherokee,Limited,40674,24500,2015,august
GMC,Terrain,SLE-2,26973,17200,2017,august
GMC,Terrain,SLE-2,27586,18600,2017,august
GMC,Terrain,SLE-2,34795,17800,2016,august
Jeep,Patriot,High Altitude Edition,35880,18300,2017,august
Honda,Accord,EX-L,69912,17100,2014,august
Chevrolet,Cruze,LT,9430,15500,2017,august
Ford,Focus,SE,31647,13600,2017,august
Ford,Fiesta,Titanium,21415,14100,2016,august
Volkswagen,Golf GTI,S Hatchback,21095,20500,2016,august
Jeep,Grand Cherokee,Limited,22576,27300,2016,august
Chevrolet,Volt,Volt,62726,14600,2014,august
Chevrolet,Equinox,Premier,14060,19700,2017,august
Chevrolet,Cruze,LT,22147,14800,2017,august
Chevrolet,Cruze,LT,10755,16500,2017,august
Ford,Focus,ST,14534,21200,2018,august
Jeep,Grand Cherokee,Limited,53296,23700,2015,august
Jeep,Cherokee,Limited,33589,21700,2016,august
Volkswagen,Golf GTI,S Hatchback,20662,22900,2016,august
Chevrolet,Equinox,LS,16705,19000,2017,august
Chevrolet,Malibu,Premier,19711,19800,2016,august
Chevrolet,Cruze,LT,20224,14600,2017,august
Buick,Encore,Encore,13003,16200,2016,august
Kia,Soul,Soul,22675,14600,2016,august
Chevrolet,Equinox,Premier,29585,19400,2017,august
Nissan,Altima,2.5 SV,46918,15100,2017,august
GMC,Terrain,Denali,31452,23800,2017,august
GMC,Terrain,SLE-1,30077,15900,2016,august
Ford,Escape,Titanium,32849,17800,2016,august
Chevrolet,Cruze Limited,1LT,26784,14500,2016,august
Ford,Flex,SEL,27724,23100,2016,august
Dodge,Challenger,R/T,13636,28400,2016,august
Subaru,Legacy,2.5i Premium,38341,17500,2017,august
Jeep,Wrangler,Unlimited Sport,28813,27600,2016,august
Nissan,Altima,2.5,34065,15700,2017,august
Chevrolet,Camaro,LT,33784,19700,2015,august
Chevrolet,Camaro,LT,19786,24600,2018,august
Chrysler,300,300S,37583,18800,2014,august
Nissan,JUKE,NISMO,40780,15600,2015,august
Chevrolet,Cruze,LT,13652,14700,2016,august
Jeep,Compass,High Altitude Edition,20544,17800,2016,august
Ford,Fiesta,SE,33108,12400,2018,august
Ford,Explorer,Limited,55090,26700,2016,august
Ford,Mustang,GT,37184,25100,2015,august
MINI,Convertible,Cooper S,25757,19900,2015,august
Nissan,LEAF,S,24184,13800,2017,august
Toyota,Tacoma Double Cab,5 ft,73229,24000,2012,august
Chevrolet,Sonic,RS Hatchback,8501,15300,2015,august
Nissan,Murano,Platinum,27977,25300,2016,august
GMC,Acadia,SLT-1,41179,22400,2014,august
Ford,Mustang,EcoBoost,23933,19900,2015,august
Honda,Accord,LX,34597,16500,2016,august
Jeep,Renegade,Latitude,26577,16500,2016,august
Jeep,Grand Cherokee,Laredo,16260,27300,2018,august
Jeep,Compass,High Altitude Edition,36383,18500,2017,august
Chevrolet,Camaro,SS,23597,25900,2014,august
Ford,Mustang,V6,36588,17800,2014,august
Jeep,Compass,All New Latitude,30670,19800,2017,august
Ford,Fusion,SE,28513,15600,2017,august
Nissan,Titan Crew Cab,SV 5 1/2 ft,40212,26500,2017,august
Scion,FR-S,FR-S,54178,18000,2015,august
Subaru,WRX,WRX STI Limited,46837,26800,2015,august
Jeep,Patriot,High Altitude Edition,34854,16600,2016,august
GMC,Acadia,SLT-1,77292,23100,2017,august
Honda,CR-V,EX,23507,19900,2016,august
Kia,Forte,EX,8179,15100,2016,august
Buick,Encore,Essence,21897,19600,2017,august
Nissan,Frontier Crew Cab,SV 5 ft,58923,21800,2014,august
Jeep,Compass,High Altitude Edition,29172,16500,2017,august
Honda,HR-V,EX,20385,20500,2016,august
Toyota,Prius,One,40846,22400,2017,august
Chevrolet,Equinox,LT,45326,16300,2017,august
Ford,Fiesta,SE,4041,13100,2017,august
GMC,Sierra 1500 Exten...,SLE 6 1/2 ft,52310,24100,2012,august
Jeep,Cherokee,Limited,7023,22500,2016,august
Chevrolet,Equinox,Premier,12763,19400,2017,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,15159,28500,2017,august
Hyundai,Sonata Hybrid,SE,30370,16400,2016,august
Ford,Flex,SEL,46308,20800,2016,august
Chevrolet,Camaro,SS,20852,29400,2017,august
Dodge,Journey,Crossroad,18425,18200,2017,august
Ford,Mustang,GT Premium,35508,26700,2018,august
Mazda,CX-5,Grand Touring,44622,20600,2016,august
Nissan,Pathfinder,SV,41250,19500,2018,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,17535,28900,2017,august
Kia,Sorento,LX,72442,14700,2015,august
GMC,Acadia,SLE-1,50800,19300,2016,august
Jeep,Compass,Limited,17073,23300,2018,august
Buick,Encore,Preferred II,7285,19300,2017,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,24153,28600,2017,august
Subaru,XV Crosstrek,Limited,73434,16900,2013,august
Mazda,CX-5,Touring,32908,20200,2018,august
Jeep,Compass,All New Latitude,22705,19100,2017,august
Jeep,Compass,Sport,13972,15600,2017,august
Volkswagen,CC,2.0T Sport,11783,19500,2017,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,23958,28600,2017,august
Subaru,Legacy,2.5i Premium,24269,17900,2016,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,19098,27800,2017,august
Chevrolet,Traverse,LS,43617,19700,2017,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,20061,27600,2017,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,23256,29200,2017,august
Chevrolet,Camaro,SS,15072,29500,2016,august
INFINITI,Q70,L 3.7,62559,23600,2016,august
Nissan,LEAF,SV,35352,12100,2015,august
Toyota,Highlander,LE,23373,29500,2017,august
Toyota,Highlander,LE,37995,25600,2016,august
Ford,Explorer,Limited,40616,26400,2016,august
Chevrolet,Camaro,SS,10367,29100,2014,august
Buick,Enclave,Convenience,30584,24700,2017,august
Chevrolet,Impala,LS,36518,18800,2016,august
Buick,Enclave,Convenience,25589,25000,2017,august
BMW,3 Series,320i xDrive,57495,23100,2017,august
Jeep,Grand Cherokee,Laredo,48563,19800,2015,august
Volkswagen,Passat,1.8T S,22464,16300,2016,august
Buick,Enclave,Convenience,30055,24500,2017,august
Buick,Enclave,Convenience,25755,24400,2017,august
Buick,Enclave,Convenience,24459,25100,2017,august
Hyundai,Sonata,Sonata,29420,14500,2016,august
Dodge,Journey,SE,21717,15700,2017,august
Subaru,Outback,2.5i Limited,87169,22900,2015,august
Subaru,Forester,2.5i Premium,60450,18100,2016,august
Chevrolet,Traverse,LS,36333,19700,2017,august
GMC,Terrain,SLE-1,33035,17700,2016,august
Cadillac,CTS,2.0 Luxury,31268,27600,2018,august
Kia,Cadenza,Cadenza,32818,17600,2016,august
Chevrolet,Volt,Premier,20812,24200,2018,august
BMW,3 Series,328i Gran Turismo xDrive,27346,24900,2016,august
Ford,Explorer,XLT,30661,19800,2014,august
Ford,Edge,SEL,73483,16700,2015,august
Lincoln,MKX,Black Label,51420,31900,2017,august
BMW,3 Series,320i xDrive,11341,31600,2018,august
Buick,Enclave,Essence,21002,34800,2019,august
Chevrolet,Silverado 1500 Do...,Z71 LT 6 1/2 ft,17684,29800,2016,august
Ford,F150 SuperCrew Ca...,XL 6 1/2 ft,22700,36400,2013,august
Subaru,WRX,WRX STI Limited,33055,31300,2016,august
Jaguar,XF,XF 35t R-Sport,13115,45100,2017,august
Toyota,FJ Cruiser,FJ Cruiser,77198,34700,2014,august
GMC,Sierra 1500 Crew ...,SLT 5 3/4 ft,23345,40700,2016,august
Dodge,Challenger,392 Hemi Scat Pack Shaker,6420,37700,2018,august
Toyota,Tacoma Double Cab,SR5 5 ft,6454,30400,2016,august
Chevrolet,Silverado 1500 Cr...,LTZ 5 3/4 ft,48799,37900,2017,august
Kia,Sorento,Limited-SXL,9222,32600,2018,august
Chevrolet,Corvette,Stingray Z51,10483,46200,2015,august
Ford,Mustang,GT,487,31100,2015,august
Ford,F150 SuperCrew Ca...,Lariat 6 1/2 ft,62363,35200,2015,august
GMC,Acadia,Denali,23154,33600,2017,august
Ford,F150 SuperCrew Ca...,XLT 6 1/2 ft,34678,34800,2016,august
GMC,Acadia,Denali,32918,32900,2017,august
Jeep,Grand Cherokee,Limited,18548,31300,2017,august
Dodge,Challenger,R/T Scat Pack,29345,32200,2016,august
GMC,Sierra 1500 Crew ...,SLT 5 3/4 ft,56747,35600,2016,august
Toyota,4Runner,SR5,40210,31300,2016,august
Mercedes-Ben...,GL-Class,GL 450 4MATIC,60145,37000,2016,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,4653,38600,2018,august
BMW,5 Series,550i,20046,38300,2016,august
Mercedes-Ben...,GLE,GLE 350 4MATIC,20275,40100,2018,august
Ford,F150 SuperCrew Ca...,King Ranch 6 1/2 ft,27021,41800,2015,august
Chevrolet,Corvette,Grand Sport,10379,40100,2012,august
Dodge,Charger,SRT 392,36792,34600,2015,august
Subaru,Outback,3.6R Touring,30000,33900,2017,august
BMW,X5,xDrive40e iPerformance,32794,41000,2017,august
Toyota,Tacoma Double Cab,SR5 6 ft,18053,34000,2017,august
Chevrolet,Corvette,Stingray,21204,43600,2014,august
Ram,3500 Crew Cab,Laramie 6 1/3 ft,22646,49400,2012,august
Jeep,Wrangler,All New Rubicon,49,40000,2018,august
BMW,3 Series,330i xDrive,23196,35000,2018,august
Dodge,Durango,Citadel,17123,30900,2014,august
GMC,Acadia,Denali,21499,35000,2017,august
Ford,Mustang,GT,19941,29900,2015,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,5821,35000,2016,august
Lexus,ES,ES 350,784,43800,2019,august
Jeep,Wrangler,Unlimited Sahara,40534,32000,2014,august
GMC,Sierra 1500 Crew ...,SLE 5 3/4 ft,36742,31300,2014,august
Acura,MDX,SH-AWD,54934,32300,2017,august
GMC,Acadia,SLT-1,20620,29600,2016,august
Cadillac,XT5,Premium Luxury,51364,30400,2017,august
Jeep,Grand Cherokee,High Altitude,36013,30500,2016,august
Ford,Mustang,GT Premium,6657,30500,2015,august
Ford,F150 SuperCrew Ca...,XL 5 1/2 ft,14215,37600,2018,august
BMW,3 Series,330i,16451,33800,2018,august
Jaguar,XF,XF 3.5t Prestige,27161,29600,2016,august
GMC,Acadia,SLT-1,23808,30100,2017,august
Mercedes-Ben...,E-Class,E 400 4MATIC,40578,33400,2016,august
Honda,Pilot,Touring,62658,30800,2016,august
Dodge,Durango,R/T,62988,30200,2015,august
Acura,MDX,SH-AWD,48997,30400,2016,august
Cadillac,SRX,Luxury Collection,8175,29900,2016,august
Mercedes-Ben...,SL-Class,SL 550,33268,48700,2014,august
Honda,Pilot,EX-L,9709,39700,2019,august
Chevrolet,Camaro,SS,34308,31400,2016,august
Chevrolet,Camaro,SS,19458,33100,2016,august
Ford,F150 SuperCrew Ca...,XL 5 1/2 ft,7645,31800,2017,august
Hyundai,Santa Fe,2.0T Ultimate,2700,32500,2019,august
Toyota,Highlander,XLE,35605,29700,2016,august
Subaru,Outback,3.6R Limited,14776,31800,2017,august
Chevrolet,Silverado 1500 Cr...,LT 6 1/2 ft,6381,34300,2018,august
Chevrolet,Corvette,Grand Sport,8445,41900,2013,august
MINI,Convertible,John Cooper Works,7447,36300,2018,august
Honda,Pilot,EX-L,12334,38000,2019,august
Honda,Pilot,Elite,13513,39100,2017,august
Toyota,Highlander,XLE,4508,35000,2018,august
Chevrolet,SS,SS,14555,37400,2015,august
Honda,Accord,Touring,3021,32500,2019,august
Toyota,4Runner,SR5,24105,37800,2018,august
Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,28168,30900,2017,august
Dodge,Challenger,R/T Plus Shaker,12480,32400,2016,august
Toyota,Highlander,SE,17458,34300,2018,august
Chevrolet,Corvette,Corvette,22084,34000,2009,august
Volkswagen,Golf R,Hatchback,1312,37000,2018,august
Jeep,Grand Cherokee,Limited,22401,29600,2017,august
Land Rover,Discovery Sport,HSE,33578,29900,2017,august
Chevrolet,Colorado Crew Cab,Z71 5 ft,2842,34600,2018,august
Jeep,Wrangler Unlimite...,Sport,8314,32500,2017,august
Ram,2500 Crew Cab,Big Horn 6 1/3 ft,12224,39500,2018,august
Chevrolet,Camaro,SS,28099,34500,2017,august
Chevrolet,Corvette,Stingray,10982,43000,2014,august
Toyota,Tacoma Double Cab,TRD Sport 5 ft,22412,29800,2016,august
Ford,Mustang,GT Premium,14420,30000,2015,august
Genesis,G90,5.0 Ultimate,35354,40500,2017,august
INFINITI,Q50,Red Sport 400,31237,29700,2016,august
Tesla,Model 3,Model 3,9215,44100,2018,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,20793,32300,2014,august
GMC,Acadia,Denali,46027,31700,2017,august
GMC,Sierra 1500 Crew ...,SLT 5 3/4 ft,3226,45000,2018,august
Jeep,Wrangler,Unlimited Sahara,53720,32100,2015,august
Mercedes-Ben...,E-Class,E 300,6475,38500,2017,august
Ford,F150 SuperCrew Ca...,Lariat 5 1/2 ft,16078,37400,2018,august
Dodge,Challenger,R/T Plus,15536,30300,2015,august
Nissan,Maxima,SV,8893,29700,2018,august
Chevrolet,Camaro,SS,22817,32800,2018,august
Jaguar,XF,XF 3.5t Prestige,25765,29800,2016,august
Chevrolet,Camaro,SS,10930,35100,2016,august
Honda,Odyssey,EX-L,24705,34700,2018,august
Cadillac,Escalade,Luxury,76764,29700,2014,august
Dodge,Challenger,R/T Plus,15183,33500,2016,august
Toyota,Tundra CrewMax,1794 Edition 5 1/2 ft,41963,35600,2014,august
Honda,Odyssey,EX-L,53846,29600,2017,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,25855,33900,2017,august
Ford,Explorer,Limited,38725,30900,2018,august
Ford,F150 Super Cab,XL 6 1/2 ft,5317,36500,2018,august
Dodge,Challenger,R/T Shaker,12405,30100,2016,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,30355,29600,2017,august
Chevrolet,Traverse,LT,9705,30200,2018,august
Subaru,WRX,WRX STI Limited,2984,36900,2018,august
Ford,F150 SuperCrew Ca...,XL 5 1/2 ft,12285,35900,2018,august
Ram,1500 Crew Cab,Laramie 5 1/2 ft,40358,33900,2016,august
BMW,X5,xDrive35i,34681,33100,2016,august
Cadillac,Escalade,Premium,59520,44900,2015,august
Jeep,Wrangler,Unlimited Sahara,46932,30600,2015,august
Chevrolet,Silverado 1500 Cr...,Z71 LT 5 3/4 ft,6416,38900,2018,august
Toyota,4Runner,SR5,29924,36600,2017,august
Ford,Explorer,Limited,40336,30300,2018,august
GMC,Sierra 1500 Doubl...,SLT 6 1/2 ft,45711,30300,2014,august
Nissan,370Z,NISMO Tech,11561,33000,2016,august
Chevrolet,Corvette,Grand Sport,4439,58100,2017,august
Ford,Edge,ST,9323,36500,2019,august
GMC,Sierra 1500 Doubl...,SLE 6 1/2 ft,11185,31200,2016,august
GMC,Yukon,SLT,23606,46700,2019,august
Ram,2500 Crew Cab,Big Horn 6 1/3 ft,13062,40400,2018,august
Porsche,Boxster,S,25206,46400,2013,august
GMC,Acadia,Denali,19619,36000,2017,august
Chevrolet,Corvette,Grand Sport,28726,39400,2011,august
Toyota,Tacoma Double Cab,TRD Pro 5 ft,34076,30400,2015,august
Audi,A6,2.0T Premium Plus,37765,29900,2017,august
GMC,Acadia,Denali,15579,35600,2017,august
Chevrolet,Camaro,SS,1705,38900,2018,august
Toyota,Tundra CrewMax,SR5 5 1/2 ft,7076,36000,2017,august
Toyota,Tacoma Double Cab,TRD Sport 5 ft,7635,35800,2018,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,16117,39800,2018,august
Audi,A4,Premium Plus,7662,34000,2018,august
Ford,F150 Super Cab,Lariat 6 1/2 ft,47274,33400,2016,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,28894,35800,2018,august
Jeep,Wrangler,Unlimited Sahara,8986,35600,2014,august
Mercedes-Ben...,SL-Class,SL 550,49788,37300,2012,august
MINI,Convertible,Cooper S,7232,29600,2018,august
Jeep,Grand Cherokee,Overland,49767,30600,2017,august
Chevrolet,Silverado 1500 Cr...,Z71 LTZ 5 3/4 ft,21238,39400,2017,august
Tesla,Model 3,Model 3,3907,48300,2018,august
Chevrolet,Silverado 2500 HD...,LTZ 6 1/2 ft,70763,45900,2015,august
Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,25792,29600,2016,august
GMC,Sierra 3500 HD Cr...,SLE 8 ft,81282,30300,2012,august
Toyota,Tacoma Double Cab,TRD Off-Road 5 ft,20229,34000,2017,august
Ford,Mustang,GT Premium,17161,30300,2015,august
Cadillac,CT6,2.0 Turbo Luxury,1739,39600,2017,august
Jeep,Grand Cherokee,Altitude,8812,29800,2018,august
Acura,MDX,SH-AWD,31533,31500,2016,august
Mercedes-Ben...,SL-Class,SL 400,57057,36900,2015,august
Dodge,Challenger,R/T Plus Shaker,13677,34700,2018,august
Nissan,Titan Crew Cab,S 5 1/2 ft,847,37300,2019,august
Toyota,Tacoma Double Cab,SR5 6 ft,24308,30600,2016,august
Ford,F150 Super Cab,XLT 6 1/2 ft,20422,31000,2016,august
Honda,Pilot,Touring,39112,33300,2016,august
Ford,Explorer,Limited,47923,30100,2017,august
Jeep,Wrangler,Unlimited Sahara,32397,32100,2014,august
Porsche,Macan,Turbo,34710,47300,2015,august
Audi,A6,3.0T Premium Plus,33454,36500,2017,august
Toyota,Tacoma Double Cab,Limited 5 ft,26872,32100,2016,august
Land Rover,Range Rover Sport,SE,20735,42700,2016,august
Honda,Pilot,Touring,41842,33300,2016,august
Chevrolet,Camaro,SS,30360,32900,2016,august
Volkswagen,Golf R,Hatchback,14794,34300,2018,august
BMW,3 Series,320i xDrive,25693,29900,2018,august
Ford,F250 Super Duty C...,Lariat 6 3/4 ft,55816,45300,2015,august
Ford,F150 SuperCrew Ca...,Lariat 5 1/2 ft,35544,34700,2016,august
Toyota,Tacoma Double Cab,TRD Sport 5 ft,17757,32900,2018,august
Jaguar,F-PACE,25t R-Sport,14201,50400,2018,august
Ford,Expedition,Limited,53907,44200,2018,august
BMW,i3,s w/Range Extender,6902,35500,2018,august
Honda,Odyssey,Touring,20058,32000,2017,august
Chevrolet,Corvette,Grand Sport,5126,53500,2017,august
Ford,Mustang,GT,6094,29600,2017,august
Toyota,Tundra CrewMax,SR5 5 1/2 ft,15887,38700,2018,august
INFINITI,QX80,QX80,31784,52400,2018,august
GMC,Sierra 1500 Doubl...,SLE 6 1/2 ft,29021,29600,2014,august
Chevrolet,Camaro,SS,1188,39300,2017,august
Ford,F150 SuperCrew Ca...,Lariat 5 1/2 ft,35147,38100,2016,august
Audi,Q7,2.0T Premium,20326,39600,2018,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,22484,30600,2016,august
Mercedes-Ben...,GLE,GLE 350 4MATIC,39329,32300,2016,august
GMC,Acadia,Denali,28486,32500,2017,august
Chevrolet,Camaro,SS,13998,34000,2018,august
Jaguar,XE,XE 25t Premium,1361,32900,2018,august
Volvo,XC60,T8 Inscription,9119,50900,2018,august
Mercedes-Ben...,E-Class,E 300,17243,37300,2017,august
Jeep,Wrangler,All New Rubicon,2211,39000,2018,august
Honda,Civic Type R,Touring Hatchback,18957,33200,2018,august
Ford,F150 Super Cab,XL 6 1/2 ft,12436,31700,2017,august
GMC,Sierra 2500 HD Cr...,Denali 6 1/2 ft,41694,53200,2016,august
Jeep,Grand Cherokee,Limited,5835,31900,2018,august
Toyota,Tundra Double Cab,SR5 6 1/2 ft,43012,30600,2015,august
Chevrolet,Silverado 1500 Do...,Z71 LT 6 1/2 ft,28603,30800,2016,august
Ford,F150 SuperCrew Ca...,Platinum 5 1/2 ft,32313,42800,2017,august
Lexus,ES,ES 350,8027,33800,2018,august
Cadillac,XT5,Premium Luxury,19237,31600,2017,august
Chevrolet,Corvette,Stingray Z51,15062,41000,2014,august
Ford,Mustang,GT,768,34400,2018,august
BMW,3 Series,340i,26788,34900,2017,august
BMW,3 Series,340i,22869,34200,2017,august
Maserati,GranTurismo,GranTurismo,32272,47900,2012,august
Ford,Mustang,GT,23355,30800,2016,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,45959,32700,2017,august
Mercedes-Ben...,SL-Class,SL 550,43886,43500,2013,august
Mercedes-Ben...,C-Class,C 300 4MATIC,12805,34000,2018,august
Ram,1500 Crew Cab,Laramie 6 1/3 ft,22576,29800,2016,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,38469,33100,2017,august
Toyota,Tundra CrewMax,1794 Edition 5 1/2 ft,11012,43200,2018,august
Chrysler,Pacifica,Limited,19244,31300,2019,august
Cadillac,Escalade,Premium,34130,36600,2014,august
Chevrolet,Colorado Crew Cab,Z71 5 ft,7647,33500,2017,august
Chevrolet,Corvette,Stingray Z51,12792,44000,2014,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,14529,30600,2017,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,31375,36100,2017,august
Mercedes-Ben...,E-Class,E 300,20934,38800,2018,august
Ford,F150 SuperCrew Ca...,Lariat 5 1/2 ft,7071,47800,2018,august
Volvo,XC90,T5 Momentum,24797,37200,2017,august
Chevrolet,Camaro,SS,20885,33300,2019,august
BMW,6 Series,640i,37128,36500,2016,august
Chevrolet,Tahoe,LT,20060,38900,2015,august
Jaguar,XE,XE 25t Premium,1557,31800,2018,august
Toyota,Tundra CrewMax,SR5 5 1/2 ft,15780,38100,2017,august
Chevrolet,Camaro,SS,11094,32400,2016,august
Jaguar,XE,XE 25t Premium,1572,32200,2018,august
Toyota,Highlander,Limited,47618,30800,2015,august
GMC,Yukon,SLT,34248,41500,2018,august
Mercedes-Ben...,GLE,GLE 350 4MATIC,20437,45600,2018,august
Lexus,RX,RX 350,30239,30700,2016,august
Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,12711,31000,2018,august
Chevrolet,Colorado Crew Cab,Z71 5 ft,15385,32900,2018,august
GMC,Sierra 1500 Crew ...,SLT 5 3/4 ft,53582,31600,2015,august
Subaru,Outback,2.5i Limited,7643,30200,2018,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,21024,35400,2017,august
Ford,F350 Super Duty C...,XLT 8 ft,37593,47500,2015,august
SRT,Viper,GTS,8670,79900,2013,august
Land Rover,Range Rover Sport,Supercharged,27455,53900,2016,august
Toyota,Highlander,XLE,39323,30700,2017,august
Dodge,Challenger,R/T Scat Pack,21857,33100,2016,august
INFINITI,Q70,L 3.7 Luxe,12994,32800,2018,august
INFINITI,Q70,L 3.7 Luxe,20416,32600,2018,august
Lexus,RX,RX 350,36858,30800,2016,august
Honda,Pilot,EX-L,20607,34800,2017,august
Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,8778,34300,2018,august
Jeep,Grand Cherokee,Overland,19063,32500,2018,august
Jeep,Grand Cherokee,Overland,5992,37400,2018,august
Nissan,370Z,NISMO Tech,24655,31400,2015,august
Chevrolet,Corvette,Corvette,10275,32100,2012,august
Toyota,Highlander,XLE,23982,30000,2016,august
Chevrolet,Silverado 1500 Cr...,Z71 LT 5 3/4 ft,11073,36700,2018,august
Ford,Mustang,GT Premium,32926,30700,2018,august
Jeep,Wrangler Unlimite...,Rubicon,1298,46300,2019,august
Jeep,Wrangler Unlimite...,Sahara,22837,31900,2017,august
Dodge,Challenger,T/A 392,10093,35300,2018,august
GMC,Acadia,Denali,23671,34300,2017,august
Land Rover,Range Rover Evoqu...,SE Premium,34014,30000,2017,august
Ford,Mustang,GT Premium,13785,31300,2016,august
Chevrolet,Camaro,SS,2917,34500,2017,august
Toyota,Highlander,Limited,29957,32100,2017,august
Chevrolet,Tahoe,LTZ,70813,37400,2015,august
Jaguar,XE,XE 25t Premium,1432,30000,2018,august
Porsche,Macan,GTS,9494,59900,2017,august
Ram,1500 Crew Cab,Laramie 5 1/2 ft,23610,33000,2016,august
Tesla,Model S,Model S,63987,35300,2014,august
BMW,M5,M5,49068,37500,2013,august
Dodge,Challenger,R/T Scat Pack,7362,36800,2018,august
Honda,Pilot,EX-L,11298,35100,2018,august
Chevrolet,Corvette,Corvette,28436,30900,2009,august
Ford,F250 Super Duty C...,XL 8 ft,13314,43400,2018,august
