,Make,Model,trim,Mileage,Price
0,2016 Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,"74,626 miles","26,600"
0,2013 Toyota,RAV4,LE,"50,433 miles","17,600"
0,2016 Toyota,Tacoma Double Cab,SR5 5 ft,"36,232 miles","25,100"
0,2014 Cadillac,ATS,3.6L Performance,"13,915 miles","22,000"
0,2016 Acura,TLX,2.4,"26,900 miles","22,100"
0,2017 Toyota,Camry,XLE,"37,624 miles","18,600"
0,2018 Toyota,Corolla,LE,"15,624 miles","15,300"
0,2016 Honda,Accord,EX,"57,252 miles","18,700"
0,2016 Chevrolet,Camaro,LT,"18,949 miles","26,200"
0,2017 Hyundai,Santa Fe Sport,Santa Fe Sport,"50,929 miles","17,600"
0,2016 Dodge,Challenger,SXT,"45,295 miles","19,600"
0,2014 Toyota,Camry,Hybrid LE,"64,388 miles","15,000"
0,2016 Honda,CR-V,LX,"35,933 miles","17,300"
0,2017 Chevrolet,Volt,Premier,"29,581 miles","21,200"
0,2014 Toyota,RAV4,XLE,"69,495 miles","17,200"
0,2018 Nissan,Versa Note,S,"4,191 miles","14,600"
0,2017 Honda,Civic,Si,"20,277 miles","21,700"
0,2018 Jeep,Grand Cherokee,Limited,"31,351 miles","28,900"
0,2015 Nissan,370Z,370Z,"14,052 miles","24,400"
0,2014 Honda,Accord,EX-L,"35,849 miles","18,600"
0,2018 Nissan,Sentra,S,"22,947 miles","14,100"
0,2016 Hyundai,Sonata,Sonata,"75,478 miles","13,400"
0,2017 Ford,Fiesta,ST,"15,606 miles","18,700"
0,2017 Chrysler,300,300S,"18,938 miles","23,400"
0,2017 Buick,Encore,Preferred,"25,495 miles","15,800"
0,2017 Toyota,Corolla,LE,"37,411 miles","17,100"
0,2017 Kia,Sorento,SX,"34,483 miles","28,300"
0,2015 Ford,Edge,SE,"45,864 miles","17,600"
0,2018 Toyota,Prius Prime,Plus,"17,655 miles","25,600"
0,2017 Jeep,Renegade,Sport,"15,060 miles","17,000"
0,2016 Buick,Encore,Encore,"10,544 miles","17,200"
0,2017 Subaru,Outback,2.5i Premium,"35,869 miles","21,500"
0,2016 Ford,Edge,SE,"28,335 miles","18,300"
0,2016 Buick,Enclave,Premium,"36,160 miles","25,200"
0,2018 Toyota,Sienna,LE,"48,952 miles","23,200"
0,2016 Buick,Encore,Encore,"10,138 miles","15,800"
0,2017 Chevrolet,Cruze,LT,"34,844 miles","13,700"
0,2016 Toyota,Corolla,LE,"17,183 miles","15,100"
0,2018 Ford,Taurus,Limited,"39,007 miles","17,400"
0,2016 Lincoln,MKZ,MKZ,"38,432 miles","19,400"
0,2015 Hyundai,Sonata,SE,"23,905 miles","14,100"
0,2016 Hyundai,Tucson,SE,"35,207 miles","16,200"
0,2016 Kia,Soul,+,"34,825 miles","14,600"
0,2016 Hyundai,Sonata,SE,"21,745 miles","15,600"
0,2016 Hyundai,Elantra GT,Elantra GT,"28,044 miles","14,100"
0,2015 Nissan,Altima,2.5 SL,"26,180 miles","17,000"
0,2015 Toyota,Highlander,XLE,"54,958 miles","25,900"
0,2017 GMC,Terrain,SLE-2,"15,152 miles","20,800"
0,2016 Nissan,Altima,2.5 SV,"24,776 miles","15,600"
0,2017 Acura,RDX,RDX,"26,906 miles","26,200"
0,2014 Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,"33,268 miles","26,900"
0,2016 Nissan,Altima,2.5 S,"35,233 miles","15,000"
0,2014 Honda,CR-V,EX-L,"33,158 miles","20,600"
0,2016 Dodge,Challenger,SXT,"33,604 miles","20,000"
0,2017 Dodge,Durango,Anodized Platinum,"40,150 miles","28,200"
0,2015 GMC,Canyon Crew Cab,SLT 5 ft,"40,212 miles","26,300"
0,2016 Chevrolet,Silverado 1500 Do...,Z71 LT 6 1/2 ft,"28,120 miles","28,100"
0,2018 Jeep,Grand Cherokee,Limited,"18,952 miles","29,200"
0,2015 Jeep,Cherokee,TrailHawk,"82,754 miles","18,200"
0,2016 Mercedes-Ben...,C-Class,C 300 4MATIC,"41,860 miles","27,500"
0,2016 Buick,Verano,Verano,"12,517 miles","15,900"
0,2018 Honda,Clarity Plug-in H...,Touring,"4,169 miles","29,100"
0,2016 Nissan,Murano,SL,"31,757 miles","25,100"
0,2014 Audi,A5,Premium Plus,"38,589 miles","24,100"
0,2016 Mazda,CX-5,Touring,"30,925 miles","19,700"
0,2016 Toyota,Corolla,S Plus,"33,570 miles","14,700"
0,2015 INFINITI,Q50,3.7 Premium,"68,220 miles","18,300"
0,2016 Nissan,Sentra,SV,"22,788 miles","14,600"
0,2017 Ford,Fiesta,SE,"4,184 miles","13,700"
0,2014 Mercedes-Ben...,E-Class,E 350,"44,324 miles","23,600"
0,2018 Ford,Escape,S,"20,878 miles","16,500"
0,2016 Subaru,Legacy,2.5i Premium,"32,942 miles","17,200"
0,2016 Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,"28,384 miles","28,300"
0,2018 Ford,Fiesta,SE,"44,147 miles","12,600"
0,2017 Hyundai,Elantra,SE,"29,573 miles","14,100"
0,2016 Ram,1500 Quad Cab,Express 6 1/3 ft,"25,706 miles","25,700"
0,2017 Nissan,Versa,SV,"17,159 miles","14,400"
0,2018 Ford,Taurus,Limited,"36,110 miles","18,300"
0,2017 Jeep,Cherokee,Sport,"21,640 miles","19,900"
0,2017 Hyundai,Sonata,Sport,"30,746 miles","16,500"
0,2017 Nissan,Sentra,NISMO,"15,686 miles","18,400"
0,2016 Jeep,Cherokee,Limited,"43,124 miles","19,000"
0,2016 Audi,A6,2.0T Premium Plus,"35,506 miles","25,500"
0,2016 Hyundai,Sonata,SE,"76,165 miles","13,400"
0,2017 Hyundai,Elantra,SE,"21,446 miles","13,900"
0,2016 Hyundai,Sonata,SE,"58,782 miles","13,600"
0,2016 GMC,Acadia,SLT-1,"28,026 miles","24,200"
0,2017 Chevrolet,Equinox,LS,"17,854 miles","17,200"
0,2017 Hyundai,Accent,SE,"39,410 miles","12,200"
0,2017 Nissan,Sentra,SV,"47,533 miles","13,300"
0,2017 Chevrolet,Camaro,LT,"47,445 miles","24,200"
0,2017 Honda,Civic,Touring,"25,885 miles","21,100"
0,2017 FIAT,124 Spider,Lusso,"5,365 miles","23,000"
0,2017 Hyundai,Elantra,SE,"37,957 miles","14,700"
0,2018 Nissan,Murano,SV,"46,074 miles","21,000"
0,2019 Ford,Mustang,EcoBoost,"4,231 miles","25,000"
0,2018 Toyota,RAV4,XLE,"23,409 miles","20,700"
0,2016 Ram,1500 Quad Cab,Express 6 1/3 ft,"25,706 miles","25,700"
0,2017 Nissan,Versa,SV,"17,159 miles","14,400"
0,2018 Ford,Taurus,Limited,"36,110 miles","18,300"
0,2017 Jeep,Cherokee,Sport,"21,640 miles","19,900"
0,2017 Hyundai,Sonata,Sport,"30,746 miles","16,500"
0,2017 Nissan,Sentra,NISMO,"15,686 miles","18,400"
0,2016 Jeep,Cherokee,Limited,"43,124 miles","19,000"
0,2016 Audi,A6,2.0T Premium Plus,"35,506 miles","25,500"
0,2016 Hyundai,Sonata,SE,"76,165 miles","13,400"
0,2017 Hyundai,Elantra,SE,"21,446 miles","13,900"
0,2016 Hyundai,Sonata,SE,"58,782 miles","13,600"
0,2016 GMC,Acadia,SLT-1,"28,026 miles","24,200"
0,2017 Chevrolet,Equinox,LS,"17,854 miles","17,200"
0,2017 Hyundai,Accent,SE,"39,410 miles","12,200"
0,2017 Nissan,Sentra,SV,"47,533 miles","13,300"
0,2017 Chevrolet,Camaro,LT,"47,445 miles","24,200"
0,2017 Honda,Civic,Touring,"25,885 miles","21,100"
0,2017 FIAT,124 Spider,Lusso,"5,365 miles","23,000"
0,2017 Hyundai,Elantra,SE,"37,957 miles","14,700"
0,2018 Nissan,Murano,SV,"46,074 miles","21,000"
0,2019 Ford,Mustang,EcoBoost,"4,231 miles","25,000"
0,2018 Toyota,RAV4,XLE,"23,409 miles","20,700"
0,2016 Ram,1500 Quad Cab,Express 6 1/3 ft,"25,706 miles","25,700"
0,2017 Nissan,Versa,SV,"17,159 miles","14,400"
0,2018 Ford,Taurus,Limited,"36,110 miles","18,300"
0,2017 Jeep,Cherokee,Sport,"21,640 miles","19,900"
0,2017 Hyundai,Sonata,Sport,"30,746 miles","16,500"
0,2017 Nissan,Sentra,NISMO,"15,686 miles","18,400"
0,2016 Jeep,Cherokee,Limited,"43,124 miles","19,000"
0,2016 Audi,A6,2.0T Premium Plus,"35,506 miles","25,500"
0,2016 Hyundai,Sonata,SE,"76,165 miles","13,400"
0,2017 Hyundai,Elantra,SE,"21,446 miles","13,900"
0,2016 Hyundai,Sonata,SE,"58,782 miles","13,600"
0,2016 GMC,Acadia,SLT-1,"28,026 miles","24,200"
0,2017 Chevrolet,Equinox,LS,"17,854 miles","17,200"
0,2017 Hyundai,Accent,SE,"39,410 miles","12,200"
0,2017 Nissan,Sentra,SV,"47,533 miles","13,300"
0,2017 Chevrolet,Camaro,LT,"47,445 miles","24,200"
0,2017 Honda,Civic,Touring,"25,885 miles","21,100"
0,2017 FIAT,124 Spider,Lusso,"5,365 miles","23,000"
0,2017 Hyundai,Elantra,SE,"37,957 miles","14,700"
0,2018 Nissan,Murano,SV,"46,074 miles","21,000"
0,2019 Ford,Mustang,EcoBoost,"4,231 miles","25,000"
0,2018 Toyota,RAV4,XLE,"23,409 miles","20,700"
0,2016 Ram,1500 Quad Cab,Express 6 1/3 ft,"25,706 miles","25,700"
0,2017 Nissan,Versa,SV,"17,159 miles","14,400"
0,2018 Ford,Taurus,Limited,"36,110 miles","18,300"
0,2017 Jeep,Cherokee,Sport,"21,640 miles","19,900"
0,2017 Hyundai,Sonata,Sport,"30,746 miles","16,500"
0,2017 Nissan,Sentra,NISMO,"15,686 miles","18,400"
0,2016 Jeep,Cherokee,Limited,"43,124 miles","19,000"
0,2016 Audi,A6,2.0T Premium Plus,"35,506 miles","25,500"
0,2016 Hyundai,Sonata,SE,"76,165 miles","13,400"
0,2017 Hyundai,Elantra,SE,"21,446 miles","13,900"
0,2016 Hyundai,Sonata,SE,"58,782 miles","13,600"
0,2016 GMC,Acadia,SLT-1,"28,026 miles","24,200"
0,2017 Chevrolet,Equinox,LS,"17,854 miles","17,200"
0,2017 Hyundai,Accent,SE,"39,410 miles","12,200"
0,2017 Nissan,Sentra,SV,"47,533 miles","13,300"
0,2017 Chevrolet,Camaro,LT,"47,445 miles","24,200"
0,2017 Honda,Civic,Touring,"25,885 miles","21,100"
0,2017 FIAT,124 Spider,Lusso,"5,365 miles","23,000"
0,2017 Hyundai,Elantra,SE,"37,957 miles","14,700"
0,2018 Nissan,Murano,SV,"46,074 miles","21,000"
0,2019 Ford,Mustang,EcoBoost,"4,231 miles","25,000"
0,2018 Toyota,RAV4,XLE,"23,409 miles","20,700"
0,2016 Ram,1500 Quad Cab,Express 6 1/3 ft,"25,706 miles","25,700"
0,2017 Nissan,Versa,SV,"17,159 miles","14,400"
0,2018 Ford,Taurus,Limited,"36,110 miles","18,300"
0,2017 Jeep,Cherokee,Sport,"21,640 miles","19,900"
0,2017 Hyundai,Sonata,Sport,"30,746 miles","16,500"
0,2017 Nissan,Sentra,NISMO,"15,686 miles","18,400"
0,2016 Jeep,Cherokee,Limited,"43,124 miles","19,000"
0,2016 Audi,A6,2.0T Premium Plus,"35,506 miles","25,500"
0,2016 Hyundai,Sonata,SE,"76,165 miles","13,400"
0,2017 Hyundai,Elantra,SE,"21,446 miles","13,900"
0,2016 Hyundai,Sonata,SE,"58,782 miles","13,600"
0,2016 GMC,Acadia,SLT-1,"28,026 miles","24,200"
0,2017 Chevrolet,Equinox,LS,"17,854 miles","17,200"
0,2017 Hyundai,Accent,SE,"39,410 miles","12,200"
0,2017 Nissan,Sentra,SV,"47,533 miles","13,300"
0,2017 Chevrolet,Camaro,LT,"47,445 miles","24,200"
0,2017 Honda,Civic,Touring,"25,885 miles","21,100"
0,2017 FIAT,124 Spider,Lusso,"5,365 miles","23,000"
0,2017 Hyundai,Elantra,SE,"37,957 miles","14,700"
0,2018 Nissan,Murano,SV,"46,074 miles","21,000"
0,2019 Ford,Mustang,EcoBoost,"4,231 miles","25,000"
0,2018 Toyota,RAV4,XLE,"23,409 miles","20,700"
0,2016 GMC,Acadia,SLT-1,"56,562 miles","24,400"
0,2017 Hyundai,Tucson,Limited,"15,658 miles","23,400"
0,2018 Ford,Fiesta,SE,"37,149 miles","12,100"
0,2017 Nissan,Rogue,SL,"37,135 miles","20,800"
0,2017 Subaru,Outback,2.5i Limited,"23,705 miles","28,600"
0,2016 Hyundai,Sonata,SE,"21,569 miles","16,200"
0,2017 Hyundai,Elantra,Limited,"14,340 miles","16,500"
0,2015 Lexus,NX,200t,"49,032 miles","23,900"
0,2018 Ford,Focus,SE,"33,102 miles","12,900"
0,2019 Chevrolet,Equinox,Premier,"13,081 miles","25,600"
0,2014 Toyota,4Runner,SR5,"88,435 miles","23,700"
0,2014 Ford,F150 SuperCrew Ca...,XLT 6 1/2 ft,"35,775 miles","25,600"
0,2016 Kia,Soul,+,"43,156 miles","14,500"
0,2018 Jeep,Renegade,Sport,"4,199 miles","19,900"
0,2018 Dodge,Journey,SXT,"6,689 miles","20,000"
0,2017 Volkswagen,Passat,1.8T SE,"50,539 miles","16,600"
0,2016 Toyota,Corolla,L,"32,351 miles","14,300"
0,2016 Jeep,Compass,High Altitude Edition,"30,807 miles","17,300"
0,2016 Toyota,Corolla,LE,"24,574 miles","14,900"
0,2016 Nissan,Pathfinder,S,"51,795 miles","18,800"
0,2012 Volkswagen,Passat,TDI SEL Premium,"73,446 miles","12,900"
0,2015 Dodge,Durango,Limited,"60,870 miles","22,500"
0,2016 GMC,Acadia,SLT-1,"56,562 miles","24,400"
0,2017 Hyundai,Tucson,Limited,"15,658 miles","23,400"
0,2018 Ford,Fiesta,SE,"37,149 miles","12,100"
0,2017 Nissan,Rogue,SL,"37,135 miles","20,800"
0,2017 Subaru,Outback,2.5i Limited,"23,705 miles","28,600"
0,2016 Hyundai,Sonata,SE,"21,569 miles","16,200"
0,2017 Hyundai,Elantra,Limited,"14,340 miles","16,500"
0,2015 Lexus,NX,200t,"49,032 miles","23,900"
0,2018 Ford,Focus,SE,"33,102 miles","12,900"
0,2019 Chevrolet,Equinox,Premier,"13,081 miles","25,600"
0,2014 Toyota,4Runner,SR5,"88,435 miles","23,700"
0,2014 Ford,F150 SuperCrew Ca...,XLT 6 1/2 ft,"35,775 miles","25,600"
0,2016 Kia,Soul,+,"43,156 miles","14,500"
0,2018 Jeep,Renegade,Sport,"4,199 miles","19,900"
0,2018 Dodge,Journey,SXT,"6,689 miles","20,000"
0,2017 Volkswagen,Passat,1.8T SE,"50,539 miles","16,600"
0,2016 Toyota,Corolla,L,"32,351 miles","14,300"
0,2016 Jeep,Compass,High Altitude Edition,"30,807 miles","17,300"
0,2016 Toyota,Corolla,LE,"24,574 miles","14,900"
0,2016 Nissan,Pathfinder,S,"51,795 miles","18,800"
0,2012 Volkswagen,Passat,TDI SEL Premium,"73,446 miles","12,900"
0,2015 Dodge,Durango,Limited,"60,870 miles","22,500"
0,2017 Hyundai,Elantra,SE,"29,865 miles","14,000"
0,2016 Chevrolet,Malibu,LT,"18,274 miles","16,000"
0,2017 GMC,Terrain,SLE-2,"28,280 miles","18,100"
0,2016 Toyota,Corolla,L,"33,013 miles","15,000"
0,2013 Acura,TL,SH-AWD,"69,978 miles","20,100"
0,2018 Toyota,Avalon,XLE,"34,440 miles","19,700"
0,2016 Jeep,Compass,High Altitude Edition,"11,070 miles","17,200"
0,2016 Toyota,Camry,SE,"23,011 miles","16,900"
0,2016 Kia,Sorento,LX,"23,396 miles","17,200"
0,2016 Nissan,Altima,2.5 SL,"35,372 miles","16,300"
0,2018 Jeep,Renegade,Sport,"26,753 miles","17,700"
0,2016 BMW,X1,xDrive28i,"29,944 miles","24,200"
0,2018 Kia,Rio,LX,"9,448 miles","14,300"
0,2018 Jeep,Grand Cherokee,Altitude,"5,856 miles","28,800"
0,2017 Cadillac,XT5,Luxury,"23,661 miles","28,800"
0,2017 Buick,Encore,Preferred II,"6,470 miles","19,200"
0,2016 Scion,iA,iA,"33,545 miles","13,500"
0,2018 Jeep,Grand Cherokee,Limited,"33,979 miles","26,800"
0,2018 Toyota,Corolla,LE,"35,114 miles","14,400"
0,2018 Ford,Explorer,Limited,"40,464 miles","28,100"
0,2014 Lexus,GS,GS 350,"46,627 miles","24,100"
0,2017 Subaru,Outback,2.5i Limited,"21,293 miles","28,100"
0,2016 Dodge,Challenger,SXT,"20,412 miles","20,800"
0,2015 INFINITI,QX60,3.5,"27,563 miles","26,000"
0,2018 Dodge,Journey,SXT,"15,178 miles","18,800"
0,2016 Jeep,Grand Cherokee,Limited,"46,011 miles","23,400"
0,2018 Chevrolet,Cruze,LT,"14,241 miles","15,600"
0,2017 Ford,Escape,S,"27,244 miles","15,900"
0,2016 Audi,Q5,2.0T Premium Plus,"44,653 miles","25,200"
0,2018 Toyota,RAV4,Limited,"1,711 miles","28,900"
0,2016 Ford,F150 Super Cab,XL 6 1/2 ft,"24,148 miles","27,600"
0,2018 Nissan,Frontier Crew Cab,SV 5 ft,"12,054 miles","22,900"
0,2016 Nissan,Rogue,SL,"52,064 miles","18,400"
0,2017 Ford,F150 Regular Cab,XL 6 1/2 ft,"23,474 miles","21,600"
0,2016 Jeep,Cherokee,Latitude,"36,092 miles","18,000"
0,2016 Toyota,Camry,SE,"30,882 miles","16,800"
0,2018 Nissan,Murano,SL,"10,869 miles","27,200"
0,2018 Ford,Fusion,Titanium,"39,162 miles","17,700"
0,2018 Toyota,Camry,LE,"38,492 miles","19,700"
0,2016 Toyota,Camry,SE Special Edition,"35,043 miles","16,300"
0,2016 Chevrolet,Spark EV,2LT,"30,159 miles","10,700"
0,2015 Hyundai,Sonata,Sport,"32,192 miles","14,400"
0,2012 Nissan,370Z,370Z,"33,576 miles","20,900"
0,2016 Hyundai,Sonata,SE,"26,462 miles","14,700"
0,2016 Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,"32,668 miles","26,400"
0,2016 INFINITI,QX60,3.5,"37,837 miles","27,600"
0,2016 Hyundai,Sonata,Sonata,"27,394 miles","14,800"
0,2018 Mitsubishi,Eclipse Cross,SEL,"4,375 miles","23,400"
0,2017 Toyota,Camry,SE,"59,503 miles","16,500"
0,2016 Honda,HR-V,EX-L,"28,958 miles","21,300"
0,2016 Ford,Expedition,XLT,"39,980 miles","29,200"
0,2016 Hyundai,Genesis,3.8,"30,156 miles","22,700"
0,2015 Chevrolet,Equinox,LTZ,"53,979 miles","19,800"
0,2016 Jeep,Cherokee,Limited,"24,230 miles","20,600"
0,2017 Subaru,Forester,2.5i Limited,"72,021 miles","22,200"
0,2017 Lexus,ES,ES 350,"24,349 miles","27,300"
0,2015 Chevrolet,Camaro,LT,"24,286 miles","20,900"
0,2016 Ford,F150 Super Cab,XLT 6 1/2 ft,"24,763 miles","24,800"
0,2016 Ford,F150 Super Cab,XLT 6 1/2 ft,"15,015 miles","26,500"
0,2016 Cadillac,SRX,Luxury Collection,"40,484 miles","24,900"
0,2018 Ford,Escape,S,"19,377 miles","16,600"
0,2015 Lexus,RX,RX 350,"64,919 miles","24,400"
0,2015 Kia,Optima,SX,"51,836 miles","16,000"
0,2016 Hyundai,Genesis,3.8,"29,989 miles","23,200"
0,2018 Toyota,RAV4,XLE,"32,047 miles","22,300"
0,2015 Ford,F150 Super Cab,XL 6 1/2 ft,"32,744 miles","25,600"
0,2014 Chevrolet,Camaro,LT,"39,632 miles","19,000"
0,2015 Mazda,MAZDA3,i Touring,"15,651 miles","16,700"
0,2015 Ford,F150 Super Cab,XL 6 1/2 ft,"78,813 miles","20,700"
0,2015 Dodge,Journey,SXT,"75,647 miles","15,100"
0,2017 Honda,Ridgeline,RTL 5 ft,"31,367 miles","29,100"
0,2017 Ford,Explorer,Explorer,"37,140 miles","22,700"
0,2018 Dodge,Challenger,SXT Plus,"9,019 miles","27,000"
0,2017 Ford,Fusion,SE,"14,498 miles","17,400"
0,2013 Toyota,RAV4,XLE,"75,810 miles","15,900"
0,2016 Hyundai,Sonata,SE,"29,481 miles","15,100"
0,2017 GMC,Terrain,SLE-2,"15,943 miles","19,300"
0,2018 Jeep,Renegade,Latitude,"3,961 miles","20,100"
0,2017 GMC,Terrain,SLE-2,"20,160 miles","18,100"
0,2017 Hyundai,Elantra,SE,"36,084 miles","13,400"
0,2016 Acura,MDX,MDX,"39,456 miles","26,000"
0,2017 GMC,Terrain,SLE-1,"23,846 miles","18,500"
0,2017 GMC,Terrain,SLE-1,"25,672 miles","18,200"
0,2016 INFINITI,Q70,L 3.7,"26,987 miles","26,900"
0,2018 Jeep,Grand Cherokee,Limited,"43,826 miles","24,300"
0,2017 GMC,Terrain,SLE-2,"16,319 miles","18,300"
0,2016 GMC,Terrain,SLE-1,"17,720 miles","18,800"
0,2017 Nissan,Rogue,SL (2017.5),"17,864 miles","20,400"
0,2016 Jeep,Cherokee,Latitude,"14,879 miles","19,300"
0,2017 BMW,X1,xDrive28i,"17,717 miles","29,000"
0,2017 GMC,Terrain,SLE-2,"29,109 miles","17,600"
0,2015 Kia,Sportage,LX,"40,896 miles","15,200"
0,2016 Ford,Escape,SE,"27,565 miles","15,000"
0,2016 Buick,Regal,Premium II,"15,851 miles","18,300"
0,2016 GMC,Terrain,SLE-2,"12,546 miles","18,700"
0,2017 Ford,F150 Super Cab,XL 6 1/2 ft,"19,038 miles","27,100"
0,2017 Subaru,Outback,2.5i Limited,"14,315 miles","26,400"
0,2015 Ford,Edge,SE,"68,773 miles","19,500"
0,2018 Ford,F150 SuperCrew Ca...,XL 5 1/2 ft,"23,504 miles","29,200"
0,2015 Nissan,Murano,SL,"46,450 miles","20,200"
0,2016 Toyota,RAV4,XLE,"32,996 miles","19,300"
0,2017 Ford,Fusion,SE Hybrid,"58,971 miles","14,500"
0,2016 Toyota,RAV4,LE,"30,298 miles","19,000"
0,2016 Toyota,Highlander,LE,"29,051 miles","27,700"
0,2017 Chevrolet,Camaro,LT,"9,816 miles","22,900"
0,2015 Subaru,Impreza,2.0i Sport Premium,"21,631 miles","20,200"
0,2016 Ford,F150 SuperCrew Ca...,XLT 6 1/2 ft,"60,467 miles","28,300"
0,2015 Honda,Civic,EX,"42,946 miles","15,400"
0,2014 Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,"52,560 miles","28,300"
0,2018 Jeep,Grand Cherokee,Laredo,"19,396 miles","24,600"
0,2017 Jeep,Renegade,Latitude,"14,974 miles","17,500"
0,2017 Subaru,Outback,2.5i,"54,661 miles","21,100"
0,2018 Jeep,Cherokee,Latitude,"25,808 miles","17,600"
0,2017 Nissan,370Z,370Z,"11,472 miles","29,100"
0,2017 Kia,Niro,FE,"25,799 miles","19,900"
0,2014 Toyota,Corolla,LE,"10,401 miles","15,500"
0,2013 Lexus,CT,CT 200h,"72,755 miles","16,300"
0,2016 Mazda,MX-5 Miata,Grand Touring,"3,499 miles","23,900"
0,2015 Jeep,Grand Cherokee,Altitude,"41,710 miles","24,600"
0,2018 Chevrolet,Camaro,LT,"2,966 miles","26,400"
0,2018 Jeep,Renegade,Latitude,"14,450 miles","17,400"
0,2017 Chevrolet,Equinox,LT,"24,107 miles","17,400"
0,2015 Ford,Taurus,SHO,"30,269 miles","24,100"
0,2016 Dodge,Challenger,SXT,"29,228 miles","20,400"
0,2017 Honda,Accord,EX-L,"19,370 miles","22,800"
0,2017 Subaru,WRX,WRX,"13,210 miles","23,900"
0,2017 Chevrolet,Traverse,LS,"38,152 miles","19,700"
0,2016 Dodge,Charger,SXT,"8,922 miles","23,900"
0,2012 Lexus,ES,ES 350,"81,311 miles","16,000"
0,2017 Toyota,Sienna,LE,"49,230 miles","22,800"
0,2017 Honda,Civic,Si,"30,394 miles","21,800"
0,2018 Nissan,Pathfinder,Platinum,"14,793 miles","29,200"
0,2015 Hyundai,Sonata,Sport,"33,554 miles","15,100"
0,2016 Chevrolet,Equinox,LS,"42,370 miles","15,300"
0,2013 Toyota,Tacoma Double Cab,PreRunner 5 ft,"42,990 miles","26,300"
0,2015 Dodge,Challenger,R/T,"42,820 miles","27,100"
0,2017 Ram,1500 Crew Cab,Big Horn 5 1/2 ft,"19,445 miles","27,300"
0,2017 Honda,Civic,EX-T w/Honda Sensing,"24,075 miles","20,900"
0,2016 Chevrolet,Traverse,LT,"58,508 miles","20,200"
0,2016 Dodge,Durango,Citadel,"50,813 miles","27,800"
0,2015 Subaru,XV Crosstrek,Limited,"47,390 miles","18,700"
0,2014 Ford,Explorer,Limited,"101,463 miles","20,300"
0,2016 Honda,CR-V,EX,"30,192 miles","19,700"
0,2016 Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,"17,414 miles","28,200"
0,2016 Chevrolet,Camaro,LT,"10,860 miles","25,300"
0,2017 Chevrolet,Equinox,Premier,"20,470 miles","20,900"
0,2018 Cadillac,ATS,Premium Luxury,"18,984 miles","26,300"
0,2018 Volkswagen,Atlas,S,"12,426 miles","25,600"
0,2016 Mercedes-Ben...,CLA,CLA 250,"9,859 miles","26,200"
0,2016 Jeep,Compass,Latitude,"34,874 miles","15,100"
0,2018 Ford,Taurus,SE,"26,415 miles","18,200"
0,2016 Mazda,CX-5,Touring,"30,067 miles","17,500"
0,2018 Toyota,Corolla,LE,"33,875 miles","16,100"
0,2016 Lexus,RX,RX 350,"52,033 miles","29,000"
0,2015 Ford,Edge,Titanium,"67,624 miles","19,100"
0,2016 Chevrolet,Malibu,LT,"29,050 miles","15,100"
0,2018 Volkswagen,Atlas,SE,"12,880 miles","27,700"
0,2017 GMC,Terrain,SLE-2,"16,279 miles","20,400"
0,2016 Hyundai,Sonata,SE,"41,022 miles","14,300"
0,2015 Buick,Regal,Regal,"45,857 miles","14,900"
0,2014 Lexus,IS,IS 250,"61,630 miles","20,700"
0,2018 Toyota,Avalon,XLE,"34,298 miles","20,100"
0,2015 Jeep,Cherokee,TrailHawk,"82,384 miles","19,800"
0,2016 Ford,Mustang,GT,"18,238 miles","26,500"
0,2016 Acura,TLX,3.5,"14,138 miles","22,000"
0,2017 Subaru,Impreza,2.0i Premium,"50,556 miles","18,000"
0,2014 Ford,Expedition,XLT,"50,939 miles","28,700"
0,2013 Honda,CR-V,LX,"45,970 miles","14,900"
0,2016 Audi,A3,1.8T Premium,"30,739 miles","19,000"
0,2015 Lexus,GS,GS 350,"43,362 miles","25,400"
0,2018 Ford,Edge,SEL,625 miles,"25,400"
0,2016 Ford,Edge,SE,"40,442 miles","18,000"
0,2018 Ford,Escape,S,"25,900 miles","16,100"
0,2016 Honda,CR-V,EX-L,"44,621 miles","20,600"
0,2016 Toyota,RAV4,LE,"34,027 miles","18,900"
0,2018 Kia,Sedona,LX,"37,405 miles","21,900"
0,2013 Ford,F150 SuperCrew Ca...,Platinum 6 1/2 ft,"93,116 miles","27,700"
0,2018 Honda,Accord,LX,"4,303 miles","21,500"
0,2016 Toyota,Corolla,S Plus,"13,519 miles","16,000"
0,2017 INFINITI,QX70,3.7,"38,723 miles","25,000"
0,2017 Chevrolet,Silverado 1500 Cr...,LT 6 1/2 ft,"24,782 miles","28,100"
0,2017 Nissan,Altima,2.5 S,"25,159 miles","14,700"
0,2016 Mercedes-Ben...,CLA,CLA 250,"35,764 miles","23,100"
0,2015 Nissan,Murano,SV,"36,007 miles","20,300"
0,2016 Jeep,Cherokee,Limited,"46,094 miles","20,400"
0,2015 Jeep,Grand Cherokee,Overland,"20,559 miles","26,600"
0,2017 MINI,Countryman,Cooper,"24,116 miles","22,100"
0,2016 Toyota,Corolla,LE,"51,007 miles","13,700"
0,2012 GMC,Sierra 1500 Crew ...,SLE 5 3/4 ft,"56,992 miles","24,800"
