,Make,Model,trim,Mileage,Price
0,2016 Hyundai,Sonata,Sonata,"23,913 miles","16,000"
0,2016 Buick,Verano,Verano,"23,099 miles","15,700"
0,2015 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,366 miles","14,800"
0,2018 Nissan,Altima,2.5 SL,"42,671 miles","16,400"
0,2016 Jaguar,XF,XF 3.5t Premium,"15,821 miles","28,600"
0,2016 Hyundai,Genesis,3.8,"21,758 miles","23,500"
0,2016 GMC,Terrain,Denali,"26,099 miles","26,200"
0,2017 Ford,Fusion,SE Hybrid,"38,852 miles","15,800"
0,2017 GMC,Terrain,SLE-2,"26,029 miles","18,300"
0,2013 Honda,CR-V,EX-L,"54,532 miles","18,400"
0,2017 Chevrolet,Equinox,LS,"29,486 miles","17,800"
0,2017 GMC,Terrain,Denali,"44,937 miles","26,000"
0,2017 GMC,Terrain,SLE-2,"19,456 miles","19,900"
0,2016 Scion,iA,iA,"33,429 miles","13,400"
0,2014 Jeep,Patriot,Latitude,"60,930 miles","13,600"
0,2016 Mazda,CX-5,Grand Touring,"29,416 miles","23,300"
0,2017 Ford,Escape,SE,"41,055 miles","18,000"
0,2013 Volkswagen,Jetta,2.0L TDI,"44,977 miles","13,400"
0,2016 Chevrolet,Malibu,LS,"25,251 miles","15,300"
0,2018 Chevrolet,Impala,Premier,"37,494 miles","19,900"
0,2018 Nissan,Altima,2.5 SL,"48,251 miles","16,400"
0,2018 Toyota,Camry,LE,"34,959 miles","19,900"
0,2017 Toyota,Camry,SE,"40,566 miles","17,400"
0,2016 Chevrolet,Malibu,LT,"26,181 miles","16,200"
0,2016 Hyundai,Sonata,Sonata,"23,913 miles","16,000"
0,2016 Buick,Verano,Verano,"23,099 miles","15,700"
0,2015 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,366 miles","14,800"
0,2018 Nissan,Altima,2.5 SL,"42,671 miles","16,400"
0,2016 Jaguar,XF,XF 3.5t Premium,"15,821 miles","28,600"
0,2016 Hyundai,Genesis,3.8,"21,758 miles","23,500"
0,2016 GMC,Terrain,Denali,"26,099 miles","26,200"
0,2017 Ford,Fusion,SE Hybrid,"38,852 miles","15,800"
0,2017 GMC,Terrain,SLE-2,"26,029 miles","18,300"
0,2013 Honda,CR-V,EX-L,"54,532 miles","18,400"
0,2017 Chevrolet,Equinox,LS,"29,486 miles","17,800"
0,2017 GMC,Terrain,Denali,"44,937 miles","26,000"
0,2017 GMC,Terrain,SLE-2,"19,456 miles","19,900"
0,2016 Scion,iA,iA,"33,429 miles","13,400"
0,2014 Jeep,Patriot,Latitude,"60,930 miles","13,600"
0,2016 Mazda,CX-5,Grand Touring,"29,416 miles","23,300"
0,2017 Ford,Escape,SE,"41,055 miles","18,000"
0,2013 Volkswagen,Jetta,2.0L TDI,"44,977 miles","13,400"
0,2016 Chevrolet,Malibu,LS,"25,251 miles","15,300"
0,2018 Chevrolet,Impala,Premier,"37,494 miles","19,900"
0,2018 Nissan,Altima,2.5 SL,"48,251 miles","16,400"
0,2018 Toyota,Camry,LE,"34,959 miles","19,900"
0,2017 Toyota,Camry,SE,"40,566 miles","17,400"
0,2016 Chevrolet,Malibu,LT,"26,181 miles","16,200"
0,2016 Hyundai,Sonata,Sonata,"23,913 miles","16,000"
0,2016 Buick,Verano,Verano,"23,099 miles","15,700"
0,2015 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,366 miles","14,800"
0,2018 Nissan,Altima,2.5 SL,"42,671 miles","16,400"
0,2016 Jaguar,XF,XF 3.5t Premium,"15,821 miles","28,600"
0,2016 Hyundai,Genesis,3.8,"21,758 miles","23,500"
0,2016 GMC,Terrain,Denali,"26,099 miles","26,200"
0,2017 Ford,Fusion,SE Hybrid,"38,852 miles","15,800"
0,2017 GMC,Terrain,SLE-2,"26,029 miles","18,300"
0,2013 Honda,CR-V,EX-L,"54,532 miles","18,400"
0,2017 Chevrolet,Equinox,LS,"29,486 miles","17,800"
0,2017 GMC,Terrain,Denali,"44,937 miles","26,000"
0,2017 GMC,Terrain,SLE-2,"19,456 miles","19,900"
0,2016 Scion,iA,iA,"33,429 miles","13,400"
0,2014 Jeep,Patriot,Latitude,"60,930 miles","13,600"
0,2016 Mazda,CX-5,Grand Touring,"29,416 miles","23,300"
0,2017 Ford,Escape,SE,"41,055 miles","18,000"
0,2013 Volkswagen,Jetta,2.0L TDI,"44,977 miles","13,400"
0,2016 Chevrolet,Malibu,LS,"25,251 miles","15,300"
0,2018 Chevrolet,Impala,Premier,"37,494 miles","19,900"
0,2018 Nissan,Altima,2.5 SL,"48,251 miles","16,400"
0,2018 Toyota,Camry,LE,"34,959 miles","19,900"
0,2017 Toyota,Camry,SE,"40,566 miles","17,400"
0,2016 Chevrolet,Malibu,LT,"26,181 miles","16,200"
0,2016 Hyundai,Sonata,Sonata,"23,913 miles","16,000"
0,2016 Buick,Verano,Verano,"23,099 miles","15,700"
0,2015 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,366 miles","14,800"
0,2018 Nissan,Altima,2.5 SL,"42,671 miles","16,400"
0,2016 Jaguar,XF,XF 3.5t Premium,"15,821 miles","28,600"
0,2016 Hyundai,Genesis,3.8,"21,758 miles","23,500"
0,2016 GMC,Terrain,Denali,"26,099 miles","26,200"
0,2017 Ford,Fusion,SE Hybrid,"38,852 miles","15,800"
0,2017 GMC,Terrain,SLE-2,"26,029 miles","18,300"
0,2013 Honda,CR-V,EX-L,"54,532 miles","18,400"
0,2017 Chevrolet,Equinox,LS,"29,486 miles","17,800"
0,2017 GMC,Terrain,Denali,"44,937 miles","26,000"
0,2017 GMC,Terrain,SLE-2,"19,456 miles","19,900"
0,2016 Scion,iA,iA,"33,429 miles","13,400"
0,2014 Jeep,Patriot,Latitude,"60,930 miles","13,600"
0,2016 Mazda,CX-5,Grand Touring,"29,416 miles","23,300"
0,2017 Ford,Escape,SE,"41,055 miles","18,000"
0,2013 Volkswagen,Jetta,2.0L TDI,"44,977 miles","13,400"
0,2016 Chevrolet,Malibu,LS,"25,251 miles","15,300"
0,2018 Chevrolet,Impala,Premier,"37,494 miles","19,900"
0,2018 Nissan,Altima,2.5 SL,"48,251 miles","16,400"
0,2018 Toyota,Camry,LE,"34,959 miles","19,900"
0,2017 Toyota,Camry,SE,"40,566 miles","17,400"
0,2016 Chevrolet,Malibu,LT,"26,181 miles","16,200"
0,2016 Hyundai,Sonata,Sonata,"23,913 miles","16,000"
0,2016 Buick,Verano,Verano,"23,099 miles","15,700"
0,2015 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,366 miles","14,800"
0,2018 Nissan,Altima,2.5 SL,"42,671 miles","16,400"
0,2016 Jaguar,XF,XF 3.5t Premium,"15,821 miles","28,600"
0,2016 Hyundai,Genesis,3.8,"21,758 miles","23,500"
0,2016 GMC,Terrain,Denali,"26,099 miles","26,200"
0,2017 Ford,Fusion,SE Hybrid,"38,852 miles","15,800"
0,2017 GMC,Terrain,SLE-2,"26,029 miles","18,300"
0,2013 Honda,CR-V,EX-L,"54,532 miles","18,400"
0,2017 Chevrolet,Equinox,LS,"29,486 miles","17,800"
0,2017 GMC,Terrain,Denali,"44,937 miles","26,000"
0,2017 GMC,Terrain,SLE-2,"19,456 miles","19,900"
0,2016 Scion,iA,iA,"33,429 miles","13,400"
0,2014 Jeep,Patriot,Latitude,"60,930 miles","13,600"
0,2016 Mazda,CX-5,Grand Touring,"29,416 miles","23,300"
0,2017 Ford,Escape,SE,"41,055 miles","18,000"
0,2013 Volkswagen,Jetta,2.0L TDI,"44,977 miles","13,400"
0,2016 Chevrolet,Malibu,LS,"25,251 miles","15,300"
0,2018 Chevrolet,Impala,Premier,"37,494 miles","19,900"
0,2018 Nissan,Altima,2.5 SL,"48,251 miles","16,400"
0,2018 Toyota,Camry,LE,"34,959 miles","19,900"
0,2017 Toyota,Camry,SE,"40,566 miles","17,400"
0,2016 Chevrolet,Malibu,LT,"26,181 miles","16,200"
0,2016 Hyundai,Sonata,Sonata,"23,913 miles","16,000"
0,2016 Buick,Verano,Verano,"23,099 miles","15,700"
0,2015 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,366 miles","14,800"
0,2018 Nissan,Altima,2.5 SL,"42,671 miles","16,400"
0,2016 Jaguar,XF,XF 3.5t Premium,"15,821 miles","28,600"
0,2016 Hyundai,Genesis,3.8,"21,758 miles","23,500"
0,2016 GMC,Terrain,Denali,"26,099 miles","26,200"
0,2017 Ford,Fusion,SE Hybrid,"38,852 miles","15,800"
0,2017 GMC,Terrain,SLE-2,"26,029 miles","18,300"
0,2013 Honda,CR-V,EX-L,"54,532 miles","18,400"
0,2017 Chevrolet,Equinox,LS,"29,486 miles","17,800"
0,2017 GMC,Terrain,Denali,"44,937 miles","26,000"
0,2017 GMC,Terrain,SLE-2,"19,456 miles","19,900"
0,2016 Scion,iA,iA,"33,429 miles","13,400"
0,2014 Jeep,Patriot,Latitude,"60,930 miles","13,600"
0,2016 Mazda,CX-5,Grand Touring,"29,416 miles","23,300"
0,2017 Ford,Escape,SE,"41,055 miles","18,000"
0,2013 Volkswagen,Jetta,2.0L TDI,"44,977 miles","13,400"
0,2016 Chevrolet,Malibu,LS,"25,251 miles","15,300"
0,2018 Chevrolet,Impala,Premier,"37,494 miles","19,900"
0,2018 Nissan,Altima,2.5 SL,"48,251 miles","16,400"
0,2018 Toyota,Camry,LE,"34,959 miles","19,900"
0,2017 Toyota,Camry,SE,"40,566 miles","17,400"
0,2016 Chevrolet,Malibu,LT,"26,181 miles","16,200"
0,2016 Hyundai,Sonata,Sonata,"23,913 miles","16,000"
0,2016 Buick,Verano,Verano,"23,099 miles","15,700"
0,2015 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,366 miles","14,800"
0,2018 Nissan,Altima,2.5 SL,"42,671 miles","16,400"
0,2016 Jaguar,XF,XF 3.5t Premium,"15,821 miles","28,600"
0,2016 Hyundai,Genesis,3.8,"21,758 miles","23,500"
0,2016 GMC,Terrain,Denali,"26,099 miles","26,200"
0,2017 Ford,Fusion,SE Hybrid,"38,852 miles","15,800"
0,2017 GMC,Terrain,SLE-2,"26,029 miles","18,300"
0,2013 Honda,CR-V,EX-L,"54,532 miles","18,400"
0,2017 Chevrolet,Equinox,LS,"29,486 miles","17,800"
0,2017 GMC,Terrain,Denali,"44,937 miles","26,000"
0,2017 GMC,Terrain,SLE-2,"19,456 miles","19,900"
0,2016 Scion,iA,iA,"33,429 miles","13,400"
0,2014 Jeep,Patriot,Latitude,"60,930 miles","13,600"
0,2016 Mazda,CX-5,Grand Touring,"29,416 miles","23,300"
0,2017 Ford,Escape,SE,"41,055 miles","18,000"
0,2013 Volkswagen,Jetta,2.0L TDI,"44,977 miles","13,400"
0,2016 Chevrolet,Malibu,LS,"25,251 miles","15,300"
0,2018 Chevrolet,Impala,Premier,"37,494 miles","19,900"
0,2018 Nissan,Altima,2.5 SL,"48,251 miles","16,400"
0,2018 Toyota,Camry,LE,"34,959 miles","19,900"
0,2017 Toyota,Camry,SE,"40,566 miles","17,400"
0,2016 Chevrolet,Malibu,LT,"26,181 miles","16,200"
0,2016 Hyundai,Sonata,Sonata,"23,913 miles","16,000"
0,2016 Buick,Verano,Verano,"23,099 miles","15,700"
0,2015 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,366 miles","14,800"
0,2018 Nissan,Altima,2.5 SL,"42,671 miles","16,400"
0,2016 Jaguar,XF,XF 3.5t Premium,"15,821 miles","28,600"
0,2016 Hyundai,Genesis,3.8,"21,758 miles","23,500"
0,2016 GMC,Terrain,Denali,"26,099 miles","26,200"
0,2017 Ford,Fusion,SE Hybrid,"38,852 miles","15,800"
0,2017 GMC,Terrain,SLE-2,"26,029 miles","18,300"
0,2013 Honda,CR-V,EX-L,"54,532 miles","18,400"
0,2017 Chevrolet,Equinox,LS,"29,486 miles","17,800"
0,2017 GMC,Terrain,Denali,"44,937 miles","26,000"
0,2017 GMC,Terrain,SLE-2,"19,456 miles","19,900"
0,2016 Scion,iA,iA,"33,429 miles","13,400"
0,2014 Jeep,Patriot,Latitude,"60,930 miles","13,600"
0,2016 Mazda,CX-5,Grand Touring,"29,416 miles","23,300"
0,2017 Ford,Escape,SE,"41,055 miles","18,000"
0,2013 Volkswagen,Jetta,2.0L TDI,"44,977 miles","13,400"
0,2016 Chevrolet,Malibu,LS,"25,251 miles","15,300"
0,2018 Chevrolet,Impala,Premier,"37,494 miles","19,900"
0,2018 Nissan,Altima,2.5 SL,"48,251 miles","16,400"
0,2018 Toyota,Camry,LE,"34,959 miles","19,900"
0,2017 Toyota,Camry,SE,"40,566 miles","17,400"
0,2016 Chevrolet,Malibu,LT,"26,181 miles","16,200"
0,2016 Hyundai,Sonata,Sonata,"23,913 miles","16,000"
0,2016 Buick,Verano,Verano,"23,099 miles","15,700"
0,2015 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,366 miles","14,800"
0,2018 Nissan,Altima,2.5 SL,"42,671 miles","16,400"
0,2016 Jaguar,XF,XF 3.5t Premium,"15,821 miles","28,600"
0,2016 Hyundai,Genesis,3.8,"21,758 miles","23,500"
0,2016 GMC,Terrain,Denali,"26,099 miles","26,200"
0,2017 Ford,Fusion,SE Hybrid,"38,852 miles","15,800"
0,2017 GMC,Terrain,SLE-2,"26,029 miles","18,300"
0,2013 Honda,CR-V,EX-L,"54,532 miles","18,400"
0,2017 Chevrolet,Equinox,LS,"29,486 miles","17,800"
0,2017 GMC,Terrain,Denali,"44,937 miles","26,000"
0,2017 GMC,Terrain,SLE-2,"19,456 miles","19,900"
0,2016 Scion,iA,iA,"33,429 miles","13,400"
0,2014 Jeep,Patriot,Latitude,"60,930 miles","13,600"
0,2016 Mazda,CX-5,Grand Touring,"29,416 miles","23,300"
0,2017 Ford,Escape,SE,"41,055 miles","18,000"
0,2013 Volkswagen,Jetta,2.0L TDI,"44,977 miles","13,400"
0,2016 Chevrolet,Malibu,LS,"25,251 miles","15,300"
0,2018 Chevrolet,Impala,Premier,"37,494 miles","19,900"
0,2018 Nissan,Altima,2.5 SL,"48,251 miles","16,400"
0,2018 Toyota,Camry,LE,"34,959 miles","19,900"
0,2017 Toyota,Camry,SE,"40,566 miles","17,400"
0,2016 Chevrolet,Malibu,LT,"26,181 miles","16,200"
0,2016 Hyundai,Sonata,Sonata,"23,913 miles","16,000"
0,2016 Buick,Verano,Verano,"23,099 miles","15,700"
0,2015 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,366 miles","14,800"
0,2018 Nissan,Altima,2.5 SL,"42,671 miles","16,400"
0,2016 Jaguar,XF,XF 3.5t Premium,"15,821 miles","28,600"
0,2016 Hyundai,Genesis,3.8,"21,758 miles","23,500"
0,2016 GMC,Terrain,Denali,"26,099 miles","26,200"
0,2017 Ford,Fusion,SE Hybrid,"38,852 miles","15,800"
0,2017 GMC,Terrain,SLE-2,"26,029 miles","18,300"
0,2013 Honda,CR-V,EX-L,"54,532 miles","18,400"
0,2017 Chevrolet,Equinox,LS,"29,486 miles","17,800"
0,2017 GMC,Terrain,Denali,"44,937 miles","26,000"
0,2017 GMC,Terrain,SLE-2,"19,456 miles","19,900"
0,2016 Scion,iA,iA,"33,429 miles","13,400"
0,2014 Jeep,Patriot,Latitude,"60,930 miles","13,600"
0,2016 Mazda,CX-5,Grand Touring,"29,416 miles","23,300"
0,2017 Ford,Escape,SE,"41,055 miles","18,000"
0,2013 Volkswagen,Jetta,2.0L TDI,"44,977 miles","13,400"
0,2016 Chevrolet,Malibu,LS,"25,251 miles","15,300"
0,2018 Chevrolet,Impala,Premier,"37,494 miles","19,900"
0,2018 Nissan,Altima,2.5 SL,"48,251 miles","16,400"
0,2018 Toyota,Camry,LE,"34,959 miles","19,900"
0,2017 Toyota,Camry,SE,"40,566 miles","17,400"
0,2016 Chevrolet,Malibu,LT,"26,181 miles","16,200"
0,2016 Hyundai,Sonata,Sonata,"23,913 miles","16,000"
0,2016 Buick,Verano,Verano,"23,099 miles","15,700"
0,2015 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,366 miles","14,800"
0,2018 Nissan,Altima,2.5 SL,"42,671 miles","16,400"
0,2016 Jaguar,XF,XF 3.5t Premium,"15,821 miles","28,600"
0,2016 Hyundai,Genesis,3.8,"21,758 miles","23,500"
0,2016 GMC,Terrain,Denali,"26,099 miles","26,200"
0,2017 Ford,Fusion,SE Hybrid,"38,852 miles","15,800"
0,2017 GMC,Terrain,SLE-2,"26,029 miles","18,300"
0,2013 Honda,CR-V,EX-L,"54,532 miles","18,400"
0,2017 Chevrolet,Equinox,LS,"29,486 miles","17,800"
0,2017 GMC,Terrain,Denali,"44,937 miles","26,000"
0,2017 GMC,Terrain,SLE-2,"19,456 miles","19,900"
0,2016 Scion,iA,iA,"33,429 miles","13,400"
0,2014 Jeep,Patriot,Latitude,"60,930 miles","13,600"
0,2016 Mazda,CX-5,Grand Touring,"29,416 miles","23,300"
0,2017 Ford,Escape,SE,"41,055 miles","18,000"
0,2013 Volkswagen,Jetta,2.0L TDI,"44,977 miles","13,400"
0,2016 Chevrolet,Malibu,LS,"25,251 miles","15,300"
0,2018 Chevrolet,Impala,Premier,"37,494 miles","19,900"
0,2018 Nissan,Altima,2.5 SL,"48,251 miles","16,400"
0,2018 Toyota,Camry,LE,"34,959 miles","19,900"
0,2017 Toyota,Camry,SE,"40,566 miles","17,400"
0,2016 Chevrolet,Malibu,LT,"26,181 miles","16,200"
0,2016 Hyundai,Sonata,Sonata,"23,913 miles","16,000"
0,2016 Buick,Verano,Verano,"23,099 miles","15,700"
0,2015 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,366 miles","14,800"
0,2018 Nissan,Altima,2.5 SL,"42,671 miles","16,400"
0,2016 Jaguar,XF,XF 3.5t Premium,"15,821 miles","28,600"
0,2016 Hyundai,Genesis,3.8,"21,758 miles","23,500"
0,2016 GMC,Terrain,Denali,"26,099 miles","26,200"
0,2017 Ford,Fusion,SE Hybrid,"38,852 miles","15,800"
0,2017 GMC,Terrain,SLE-2,"26,029 miles","18,300"
0,2013 Honda,CR-V,EX-L,"54,532 miles","18,400"
0,2017 Chevrolet,Equinox,LS,"29,486 miles","17,800"
0,2017 GMC,Terrain,Denali,"44,937 miles","26,000"
0,2017 GMC,Terrain,SLE-2,"19,456 miles","19,900"
0,2016 Scion,iA,iA,"33,429 miles","13,400"
0,2014 Jeep,Patriot,Latitude,"60,930 miles","13,600"
0,2016 Mazda,CX-5,Grand Touring,"29,416 miles","23,300"
0,2017 Ford,Escape,SE,"41,055 miles","18,000"
0,2013 Volkswagen,Jetta,2.0L TDI,"44,977 miles","13,400"
0,2016 Chevrolet,Malibu,LS,"25,251 miles","15,300"
0,2018 Chevrolet,Impala,Premier,"37,494 miles","19,900"
0,2018 Nissan,Altima,2.5 SL,"48,251 miles","16,400"
0,2018 Toyota,Camry,LE,"34,959 miles","19,900"
0,2017 Toyota,Camry,SE,"40,566 miles","17,400"
0,2016 Chevrolet,Malibu,LT,"26,181 miles","16,200"
0,2016 Hyundai,Sonata,Sonata,"23,913 miles","16,000"
0,2016 Buick,Verano,Verano,"23,099 miles","15,700"
0,2015 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,366 miles","14,800"
0,2018 Nissan,Altima,2.5 SL,"42,671 miles","16,400"
0,2016 Jaguar,XF,XF 3.5t Premium,"15,821 miles","28,600"
0,2016 Hyundai,Genesis,3.8,"21,758 miles","23,500"
0,2016 GMC,Terrain,Denali,"26,099 miles","26,200"
0,2017 Ford,Fusion,SE Hybrid,"38,852 miles","15,800"
0,2017 GMC,Terrain,SLE-2,"26,029 miles","18,300"
0,2013 Honda,CR-V,EX-L,"54,532 miles","18,400"
0,2017 Chevrolet,Equinox,LS,"29,486 miles","17,800"
0,2017 GMC,Terrain,Denali,"44,937 miles","26,000"
0,2017 GMC,Terrain,SLE-2,"19,456 miles","19,900"
0,2016 Scion,iA,iA,"33,429 miles","13,400"
0,2014 Jeep,Patriot,Latitude,"60,930 miles","13,600"
0,2016 Mazda,CX-5,Grand Touring,"29,416 miles","23,300"
0,2017 Ford,Escape,SE,"41,055 miles","18,000"
0,2013 Volkswagen,Jetta,2.0L TDI,"44,977 miles","13,400"
0,2016 Chevrolet,Malibu,LS,"25,251 miles","15,300"
0,2018 Chevrolet,Impala,Premier,"37,494 miles","19,900"
0,2018 Nissan,Altima,2.5 SL,"48,251 miles","16,400"
0,2018 Toyota,Camry,LE,"34,959 miles","19,900"
0,2017 Toyota,Camry,SE,"40,566 miles","17,400"
0,2016 Chevrolet,Malibu,LT,"26,181 miles","16,200"
0,2016 Hyundai,Sonata,Sonata,"23,913 miles","16,000"
0,2016 Buick,Verano,Verano,"23,099 miles","15,700"
0,2015 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,366 miles","14,800"
0,2018 Nissan,Altima,2.5 SL,"42,671 miles","16,400"
0,2016 Jaguar,XF,XF 3.5t Premium,"15,821 miles","28,600"
0,2016 Hyundai,Genesis,3.8,"21,758 miles","23,500"
0,2016 GMC,Terrain,Denali,"26,099 miles","26,200"
0,2017 Ford,Fusion,SE Hybrid,"38,852 miles","15,800"
0,2017 GMC,Terrain,SLE-2,"26,029 miles","18,300"
0,2013 Honda,CR-V,EX-L,"54,532 miles","18,400"
0,2017 Chevrolet,Equinox,LS,"29,486 miles","17,800"
0,2017 GMC,Terrain,Denali,"44,937 miles","26,000"
0,2017 GMC,Terrain,SLE-2,"19,456 miles","19,900"
0,2016 Scion,iA,iA,"33,429 miles","13,400"
0,2014 Jeep,Patriot,Latitude,"60,930 miles","13,600"
0,2016 Mazda,CX-5,Grand Touring,"29,416 miles","23,300"
0,2017 Ford,Escape,SE,"41,055 miles","18,000"
0,2013 Volkswagen,Jetta,2.0L TDI,"44,977 miles","13,400"
0,2016 Chevrolet,Malibu,LS,"25,251 miles","15,300"
0,2018 Chevrolet,Impala,Premier,"37,494 miles","19,900"
0,2018 Nissan,Altima,2.5 SL,"48,251 miles","16,400"
0,2018 Toyota,Camry,LE,"34,959 miles","19,900"
0,2017 Toyota,Camry,SE,"40,566 miles","17,400"
0,2016 Chevrolet,Malibu,LT,"26,181 miles","16,200"
0,2016 Hyundai,Sonata,Sonata,"23,913 miles","16,000"
0,2016 Buick,Verano,Verano,"23,099 miles","15,700"
0,2015 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,366 miles","14,800"
0,2018 Nissan,Altima,2.5 SL,"42,671 miles","16,400"
0,2016 Jaguar,XF,XF 3.5t Premium,"15,821 miles","28,600"
0,2016 Hyundai,Genesis,3.8,"21,758 miles","23,500"
0,2016 GMC,Terrain,Denali,"26,099 miles","26,200"
0,2017 Ford,Fusion,SE Hybrid,"38,852 miles","15,800"
0,2017 GMC,Terrain,SLE-2,"26,029 miles","18,300"
0,2013 Honda,CR-V,EX-L,"54,532 miles","18,400"
0,2017 Chevrolet,Equinox,LS,"29,486 miles","17,800"
0,2017 GMC,Terrain,Denali,"44,937 miles","26,000"
0,2017 GMC,Terrain,SLE-2,"19,456 miles","19,900"
0,2016 Scion,iA,iA,"33,429 miles","13,400"
0,2014 Jeep,Patriot,Latitude,"60,930 miles","13,600"
0,2016 Mazda,CX-5,Grand Touring,"29,416 miles","23,300"
0,2017 Ford,Escape,SE,"41,055 miles","18,000"
0,2013 Volkswagen,Jetta,2.0L TDI,"44,977 miles","13,400"
0,2016 Chevrolet,Malibu,LS,"25,251 miles","15,300"
0,2018 Chevrolet,Impala,Premier,"37,494 miles","19,900"
0,2018 Nissan,Altima,2.5 SL,"48,251 miles","16,400"
0,2018 Toyota,Camry,LE,"34,959 miles","19,900"
0,2017 Toyota,Camry,SE,"40,566 miles","17,400"
0,2016 Chevrolet,Malibu,LT,"26,181 miles","16,200"
0,2016 Hyundai,Sonata,Sonata,"23,913 miles","16,000"
0,2016 Buick,Verano,Verano,"23,099 miles","15,700"
0,2015 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,366 miles","14,800"
0,2018 Nissan,Altima,2.5 SL,"42,671 miles","16,400"
0,2016 Jaguar,XF,XF 3.5t Premium,"15,821 miles","28,600"
0,2016 Hyundai,Genesis,3.8,"21,758 miles","23,500"
0,2017 GMC,Terrain,SLE-2,"19,456 miles","19,900"
0,2016 Scion,iA,iA,"33,429 miles","13,400"
0,2014 Jeep,Patriot,Latitude,"60,930 miles","13,600"
0,2016 Mazda,CX-5,Grand Touring,"29,416 miles","23,300"
0,2017 Ford,Escape,SE,"41,055 miles","18,000"
0,2013 Volkswagen,Jetta,2.0L TDI,"44,977 miles","13,400"
0,2016 Chevrolet,Malibu,LS,"25,251 miles","15,300"
0,2018 Chevrolet,Impala,Premier,"37,494 miles","19,900"
0,2018 Nissan,Altima,2.5 SL,"48,251 miles","16,400"
0,2018 Toyota,Camry,LE,"34,959 miles","19,900"
0,2017 Toyota,Camry,SE,"40,566 miles","17,400"
0,2016 Chevrolet,Malibu,LT,"26,181 miles","16,200"
0,2016 Hyundai,Sonata,Sonata,"23,913 miles","16,000"
0,2016 Buick,Verano,Verano,"23,099 miles","15,700"
0,2015 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,366 miles","14,800"
0,2018 Nissan,Altima,2.5 SL,"42,671 miles","16,400"
0,2016 Jaguar,XF,XF 3.5t Premium,"15,821 miles","28,600"
0,2016 Hyundai,Genesis,3.8,"21,758 miles","23,500"
0,2017 Toyota,Corolla,SE,"46,806 miles","15,800"
0,2015 Jeep,Cherokee,TrailHawk,"48,114 miles","21,700"
0,2016 Jeep,Patriot,Sport,"59,805 miles","13,100"
0,2016 Cadillac,ATS,2.0L Turbo Standard,"21,693 miles","22,800"
0,2016 Buick,Verano,Verano,"49,078 miles","14,600"
0,2016 Hyundai,Sonata,SE,"29,752 miles","16,200"
0,2017 GMC,Terrain,SLE-2,"19,456 miles","19,900"
0,2016 Scion,iA,iA,"33,429 miles","13,400"
0,2014 Jeep,Patriot,Latitude,"60,930 miles","13,600"
0,2016 Mazda,CX-5,Grand Touring,"29,416 miles","23,300"
0,2017 Ford,Escape,SE,"41,055 miles","18,000"
0,2013 Volkswagen,Jetta,2.0L TDI,"44,977 miles","13,400"
0,2016 Chevrolet,Malibu,LS,"25,251 miles","15,300"
0,2018 Chevrolet,Impala,Premier,"37,494 miles","19,900"
0,2018 Nissan,Altima,2.5 SL,"48,251 miles","16,400"
0,2018 Toyota,Camry,LE,"34,959 miles","19,900"
0,2017 Toyota,Camry,SE,"40,566 miles","17,400"
0,2016 Chevrolet,Malibu,LT,"26,181 miles","16,200"
0,2016 Hyundai,Sonata,Sonata,"23,913 miles","16,000"
0,2016 Buick,Verano,Verano,"23,099 miles","15,700"
0,2015 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,366 miles","14,800"
0,2018 Nissan,Altima,2.5 SL,"42,671 miles","16,400"
0,2016 Jaguar,XF,XF 3.5t Premium,"15,821 miles","28,600"
0,2016 Hyundai,Genesis,3.8,"21,758 miles","23,500"
0,2017 Toyota,Corolla,SE,"46,806 miles","15,800"
0,2015 Jeep,Cherokee,TrailHawk,"48,114 miles","21,700"
0,2016 Jeep,Patriot,Sport,"59,805 miles","13,100"
0,2016 Cadillac,ATS,2.0L Turbo Standard,"21,693 miles","22,800"
0,2016 Buick,Verano,Verano,"49,078 miles","14,600"
0,2016 Hyundai,Sonata,SE,"29,752 miles","16,200"
0,2017 GMC,Terrain,SLE-2,"19,456 miles","19,900"
0,2016 Scion,iA,iA,"33,429 miles","13,400"
0,2014 Jeep,Patriot,Latitude,"60,930 miles","13,600"
0,2016 Mazda,CX-5,Grand Touring,"29,416 miles","23,300"
0,2017 Ford,Escape,SE,"41,055 miles","18,000"
0,2013 Volkswagen,Jetta,2.0L TDI,"44,977 miles","13,400"
