Make,Model,trim,Mileage,Price
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
2018 Kia,Soul,Soul,"15,136 miles","14,900"
2018 Kia,Optima,LX,"26,335 miles","15,100"
2015 Tesla,Model S,70D,"13,857 miles","45,500"
2016 Mercedes-Ben...,GLE,GLE 350,"44,666 miles","28,600"
2016 Chevrolet,Traverse,LT,"35,894 miles","21,300"
2016 Dodge,Challenger,R/T Scat Pack,"11,057 miles","33,200"
2015 Audi,A5,Premium,"41,729 miles","26,200"
2013 Acura,ILX,Hybrid,"49,613 miles","15,500"
2016 Hyundai,Sonata,Sonata,"29,287 miles","13,800"
2016 GMC,Terrain,Denali,"43,887 miles","21,700"
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
2018 Kia,Soul,Soul,"15,136 miles","14,900"
2018 Kia,Optima,LX,"26,335 miles","15,100"
2015 Tesla,Model S,70D,"13,857 miles","45,500"
2016 Mercedes-Ben...,GLE,GLE 350,"44,666 miles","28,600"
2016 Chevrolet,Traverse,LT,"35,894 miles","21,300"
2016 Dodge,Challenger,R/T Scat Pack,"11,057 miles","33,200"
2015 Audi,A5,Premium,"41,729 miles","26,200"
2013 Acura,ILX,Hybrid,"49,613 miles","15,500"
2016 Hyundai,Sonata,Sonata,"29,287 miles","13,800"
2016 GMC,Terrain,Denali,"43,887 miles","21,700"
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
2018 Kia,Soul,Soul,"15,136 miles","14,900"
2018 Kia,Optima,LX,"26,335 miles","15,100"
2015 Tesla,Model S,70D,"13,857 miles","45,500"
2016 Mercedes-Ben...,GLE,GLE 350,"44,666 miles","28,600"
2016 Chevrolet,Traverse,LT,"35,894 miles","21,300"
2016 Dodge,Challenger,R/T Scat Pack,"11,057 miles","33,200"
2015 Audi,A5,Premium,"41,729 miles","26,200"
2013 Acura,ILX,Hybrid,"49,613 miles","15,500"
2016 Hyundai,Sonata,Sonata,"29,287 miles","13,800"
2016 GMC,Terrain,Denali,"43,887 miles","21,700"
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
2018 Kia,Soul,Soul,"15,136 miles","14,900"
2018 Kia,Optima,LX,"26,335 miles","15,100"
2015 Tesla,Model S,70D,"13,857 miles","45,500"
2016 Mercedes-Ben...,GLE,GLE 350,"44,666 miles","28,600"
2016 Chevrolet,Traverse,LT,"35,894 miles","21,300"
2016 Dodge,Challenger,R/T Scat Pack,"11,057 miles","33,200"
2015 Audi,A5,Premium,"41,729 miles","26,200"
2013 Acura,ILX,Hybrid,"49,613 miles","15,500"
2016 Hyundai,Sonata,Sonata,"29,287 miles","13,800"
2016 GMC,Terrain,Denali,"43,887 miles","21,700"
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
2018 Kia,Soul,Soul,"15,136 miles","14,900"
2018 Kia,Optima,LX,"26,335 miles","15,100"
2015 Tesla,Model S,70D,"13,857 miles","45,500"
2016 Mercedes-Ben...,GLE,GLE 350,"44,666 miles","28,600"
2016 Chevrolet,Traverse,LT,"35,894 miles","21,300"
2016 Dodge,Challenger,R/T Scat Pack,"11,057 miles","33,200"
2015 Audi,A5,Premium,"41,729 miles","26,200"
2013 Acura,ILX,Hybrid,"49,613 miles","15,500"
2016 Hyundai,Sonata,Sonata,"29,287 miles","13,800"
2016 GMC,Terrain,Denali,"43,887 miles","21,700"
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
2018 Kia,Soul,Soul,"15,136 miles","14,900"
2018 Kia,Optima,LX,"26,335 miles","15,100"
2015 Tesla,Model S,70D,"13,857 miles","45,500"
2016 Mercedes-Ben...,GLE,GLE 350,"44,666 miles","28,600"
2016 Chevrolet,Traverse,LT,"35,894 miles","21,300"
2016 Dodge,Challenger,R/T Scat Pack,"11,057 miles","33,200"
2015 Audi,A5,Premium,"41,729 miles","26,200"
2013 Acura,ILX,Hybrid,"49,613 miles","15,500"
2016 Hyundai,Sonata,Sonata,"29,287 miles","13,800"
2016 GMC,Terrain,Denali,"43,887 miles","21,700"
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
2018 Kia,Soul,Soul,"15,136 miles","14,900"
2018 Kia,Optima,LX,"26,335 miles","15,100"
2015 Tesla,Model S,70D,"13,857 miles","45,500"
2016 Mercedes-Ben...,GLE,GLE 350,"44,666 miles","28,600"
2016 Chevrolet,Traverse,LT,"35,894 miles","21,300"
2016 Dodge,Challenger,R/T Scat Pack,"11,057 miles","33,200"
2015 Audi,A5,Premium,"41,729 miles","26,200"
2013 Acura,ILX,Hybrid,"49,613 miles","15,500"
2016 Hyundai,Sonata,Sonata,"29,287 miles","13,800"
2016 GMC,Terrain,Denali,"43,887 miles","21,700"
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
2018 Kia,Soul,Soul,"15,136 miles","14,900"
2018 Kia,Optima,LX,"26,335 miles","15,100"
2015 Tesla,Model S,70D,"13,857 miles","45,500"
2016 Mercedes-Ben...,GLE,GLE 350,"44,666 miles","28,600"
2016 Chevrolet,Traverse,LT,"35,894 miles","21,300"
2016 Dodge,Challenger,R/T Scat Pack,"11,057 miles","33,200"
2015 Audi,A5,Premium,"41,729 miles","26,200"
2013 Acura,ILX,Hybrid,"49,613 miles","15,500"
2016 Hyundai,Sonata,Sonata,"29,287 miles","13,800"
2016 GMC,Terrain,Denali,"43,887 miles","21,700"
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
2018 Kia,Soul,Soul,"15,136 miles","14,900"
2018 Kia,Optima,LX,"26,335 miles","15,100"
2015 Tesla,Model S,70D,"13,857 miles","45,500"
2016 Mercedes-Ben...,GLE,GLE 350,"44,666 miles","28,600"
2016 Chevrolet,Traverse,LT,"35,894 miles","21,300"
2016 Dodge,Challenger,R/T Scat Pack,"11,057 miles","33,200"
2015 Audi,A5,Premium,"41,729 miles","26,200"
2013 Acura,ILX,Hybrid,"49,613 miles","15,500"
2016 Hyundai,Sonata,Sonata,"29,287 miles","13,800"
2016 GMC,Terrain,Denali,"43,887 miles","21,700"
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
2018 Kia,Soul,Soul,"15,136 miles","14,900"
2018 Kia,Optima,LX,"26,335 miles","15,100"
2015 Tesla,Model S,70D,"13,857 miles","45,500"
2016 Mercedes-Ben...,GLE,GLE 350,"44,666 miles","28,600"
2016 Chevrolet,Traverse,LT,"35,894 miles","21,300"
2016 Dodge,Challenger,R/T Scat Pack,"11,057 miles","33,200"
2015 Audi,A5,Premium,"41,729 miles","26,200"
2013 Acura,ILX,Hybrid,"49,613 miles","15,500"
2016 Hyundai,Sonata,Sonata,"29,287 miles","13,800"
2016 GMC,Terrain,Denali,"43,887 miles","21,700"
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
2018 Kia,Soul,Soul,"15,136 miles","14,900"
2018 Kia,Optima,LX,"26,335 miles","15,100"
2015 Tesla,Model S,70D,"13,857 miles","45,500"
2016 Mercedes-Ben...,GLE,GLE 350,"44,666 miles","28,600"
2016 Chevrolet,Traverse,LT,"35,894 miles","21,300"
2016 Dodge,Challenger,R/T Scat Pack,"11,057 miles","33,200"
2015 Audi,A5,Premium,"41,729 miles","26,200"
2013 Acura,ILX,Hybrid,"49,613 miles","15,500"
2016 Hyundai,Sonata,Sonata,"29,287 miles","13,800"
2016 GMC,Terrain,Denali,"43,887 miles","21,700"
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
2018 Kia,Soul,Soul,"15,136 miles","14,900"
2018 Kia,Optima,LX,"26,335 miles","15,100"
2015 Tesla,Model S,70D,"13,857 miles","45,500"
2016 Mercedes-Ben...,GLE,GLE 350,"44,666 miles","28,600"
2016 Chevrolet,Traverse,LT,"35,894 miles","21,300"
2016 Dodge,Challenger,R/T Scat Pack,"11,057 miles","33,200"
2015 Audi,A5,Premium,"41,729 miles","26,200"
2013 Acura,ILX,Hybrid,"49,613 miles","15,500"
2016 Hyundai,Sonata,Sonata,"29,287 miles","13,800"
2016 GMC,Terrain,Denali,"43,887 miles","21,700"
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
2018 Kia,Soul,Soul,"15,136 miles","14,900"
2018 Kia,Optima,LX,"26,335 miles","15,100"
2015 Tesla,Model S,70D,"13,857 miles","45,500"
2016 Mercedes-Ben...,GLE,GLE 350,"44,666 miles","28,600"
2016 Chevrolet,Traverse,LT,"35,894 miles","21,300"
2016 Dodge,Challenger,R/T Scat Pack,"11,057 miles","33,200"
2015 Audi,A5,Premium,"41,729 miles","26,200"
2013 Acura,ILX,Hybrid,"49,613 miles","15,500"
2016 Hyundai,Sonata,Sonata,"29,287 miles","13,800"
2016 GMC,Terrain,Denali,"43,887 miles","21,700"
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
2018 Kia,Soul,Soul,"15,136 miles","14,900"
2018 Kia,Optima,LX,"26,335 miles","15,100"
2015 Tesla,Model S,70D,"13,857 miles","45,500"
2016 Mercedes-Ben...,GLE,GLE 350,"44,666 miles","28,600"
2016 Chevrolet,Traverse,LT,"35,894 miles","21,300"
2016 Dodge,Challenger,R/T Scat Pack,"11,057 miles","33,200"
2015 Audi,A5,Premium,"41,729 miles","26,200"
2013 Acura,ILX,Hybrid,"49,613 miles","15,500"
2016 Hyundai,Sonata,Sonata,"29,287 miles","13,800"
2016 GMC,Terrain,Denali,"43,887 miles","21,700"
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
2018 Kia,Soul,Soul,"15,136 miles","14,900"
2018 Kia,Optima,LX,"26,335 miles","15,100"
2015 Tesla,Model S,70D,"13,857 miles","45,500"
2016 Mercedes-Ben...,GLE,GLE 350,"44,666 miles","28,600"
2016 Chevrolet,Traverse,LT,"35,894 miles","21,300"
2016 Dodge,Challenger,R/T Scat Pack,"11,057 miles","33,200"
2015 Audi,A5,Premium,"41,729 miles","26,200"
2013 Acura,ILX,Hybrid,"49,613 miles","15,500"
2016 Hyundai,Sonata,Sonata,"29,287 miles","13,800"
2016 GMC,Terrain,Denali,"43,887 miles","21,700"
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
2018 Kia,Soul,Soul,"15,136 miles","14,900"
2018 Kia,Optima,LX,"26,335 miles","15,100"
2015 Tesla,Model S,70D,"13,857 miles","45,500"
2016 Mercedes-Ben...,GLE,GLE 350,"44,666 miles","28,600"
2016 Chevrolet,Traverse,LT,"35,894 miles","21,300"
2016 Dodge,Challenger,R/T Scat Pack,"11,057 miles","33,200"
2015 Audi,A5,Premium,"41,729 miles","26,200"
2013 Acura,ILX,Hybrid,"49,613 miles","15,500"
2016 Hyundai,Sonata,Sonata,"29,287 miles","13,800"
2016 GMC,Terrain,Denali,"43,887 miles","21,700"
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
2018 Kia,Soul,Soul,"15,136 miles","14,900"
2018 Kia,Optima,LX,"26,335 miles","15,100"
2015 Tesla,Model S,70D,"13,857 miles","45,500"
2016 Mercedes-Ben...,GLE,GLE 350,"44,666 miles","28,600"
2016 Chevrolet,Traverse,LT,"35,894 miles","21,300"
2016 Dodge,Challenger,R/T Scat Pack,"11,057 miles","33,200"
2015 Audi,A5,Premium,"41,729 miles","26,200"
2013 Acura,ILX,Hybrid,"49,613 miles","15,500"
2016 Hyundai,Sonata,Sonata,"29,287 miles","13,800"
2016 GMC,Terrain,Denali,"43,887 miles","21,700"
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
2018 Kia,Soul,Soul,"15,136 miles","14,900"
2018 Kia,Optima,LX,"26,335 miles","15,100"
2015 Tesla,Model S,70D,"13,857 miles","45,500"
2016 Mercedes-Ben...,GLE,GLE 350,"44,666 miles","28,600"
2016 Chevrolet,Traverse,LT,"35,894 miles","21,300"
2016 Dodge,Challenger,R/T Scat Pack,"11,057 miles","33,200"
2015 Audi,A5,Premium,"41,729 miles","26,200"
2013 Acura,ILX,Hybrid,"49,613 miles","15,500"
2016 Hyundai,Sonata,Sonata,"29,287 miles","13,800"
2016 GMC,Terrain,Denali,"43,887 miles","21,700"
2018 Dodge,Grand Caravan Pas...,GT,"41,403 miles","17,600"
2016 BMW,3 Series,328i Gran Turismo xDrive,"58,932 miles","22,300"
2016 Audi,A6,2.0T Premium,"19,111 miles","26,900"
2016 Cadillac,SRX,Luxury Collection,"38,602 miles","24,800"
2016 Honda,Odyssey,SE,"19,666 miles","26,000"
2017 Audi,A6,2.0T Premium,"20,286 miles","31,500"
2016 Honda,Civic,EX,"30,940 miles","16,900"
2018 Kia,Sportage,LX,"13,797 miles","17,700"
2017 Dodge,Charger,SE,"34,164 miles","18,500"
2016 GMC,Terrain,SLE-1,"28,855 miles","17,800"
2016 Jeep,Patriot,High Altitude Edition,"38,288 miles","16,600"
2017 Dodge,Grand Caravan Pas...,GT,"45,942 miles","17,900"
2016 Mazda,MAZDA6,i Sport,"41,492 miles","15,000"
2016 Lexus,GX,GX 460,"31,972 miles","36,700"
